"year","city","sport","discipline","athlete","country","gender","event","medal"
1924,"Paris","Equestrian","Jumping","THELNING Ake","SWE","Men","Team","Gold"
1924,"Paris","Equestrian","Jumping","BÜHLER Hans E.","SUI","Men","Team","Silver"
1924,"Paris","Equestrian","Jumping","GEMUSEUS Alphonse","SUI","Men","Team","Silver"
1924,"Paris","Equestrian","Jumping","STUBER Werner","SUI","Men","Team","Silver"
1924,"Paris","Fencing","Fencing","HELLSTEN Nils Erik","SWE","Men","Épée Individual","Bronze"
1924,"Paris","Fencing","Fencing","DELPORTE Charles","BEL","Men","Épée Individual","Gold"
1924,"Paris","Fencing","Fencing","DUCRET Roger François","FRA","Men","Épée Individual","Silver"
1924,"Paris","Fencing","Fencing","BASLETTA Giulio","ITA","Men","Épée Team","Bronze"
1924,"Paris","Fencing","Fencing","BERTINETTI Marcello","ITA","Men","Épée Team","Bronze"
1924,"Paris","Fencing","Fencing","CANOVA Giovanni","ITA","Men","Épée Team","Bronze"
1924,"Paris","Fencing","Fencing","CUCCIA Vincenzo","ITA","Men","Épée Team","Bronze"
1924,"Paris","Fencing","Fencing","MONTEGAZZA V.","ITA","Men","Épée Team","Bronze"
1924,"Paris","Fencing","Fencing","MORICCA Oreste","ITA","Men","Épée Team","Bronze"
1924,"Paris","Fencing","Fencing","BUCHARD Georges","FRA","Men","Épée Team","Gold"
1924,"Paris","Fencing","Fencing","DUCRET Roger François","FRA","Men","Épée Team","Gold"
1924,"Paris","Fencing","Fencing","GAUDIN Lucien","FRA","Men","Épée Team","Gold"
1924,"Paris","Fencing","Fencing","LABATTUT André","FRA","Men","Épée Team","Gold"
1924,"Paris","Fencing","Fencing","LIOTTEL Lionel","FRA","Men","Épée Team","Gold"
1924,"Paris","Fencing","Fencing","LIPPMANN Alexandre","FRA","Men","Épée Team","Gold"
1924,"Paris","Fencing","Fencing","TAINTURIER Georges","FRA","Men","Épée Team","Gold"
1924,"Paris","Fencing","Fencing","ANSPACH Paul","BEL","Men","Épée Team","Silver"
1924,"Paris","Fencing","Fencing","DE CRAECKER Joseph","BEL","Men","Épée Team","Silver"
1924,"Paris","Fencing","Fencing","DE MONTIGNY Fernand","BEL","Men","Épée Team","Silver"
1924,"Paris","Fencing","Fencing","DELPORTE Charles","BEL","Men","Épée Team","Silver"
1924,"Paris","Fencing","Fencing","GEVERS Ernest","BEL","Men","Épée Team","Silver"
1924,"Paris","Fencing","Fencing","TOM Léon","BEL","Men","Épée Team","Silver"
1924,"Paris","Fencing","Fencing","VAN DAMME Maurice E.","BEL","Men","Foil Individual","Bronze"
1924,"Paris","Fencing","Fencing","DUCRET Roger François","FRA","Men","Foil Individual","Gold"
1924,"Paris","Fencing","Fencing","CATTIAU Philippe","FRA","Men","Foil Individual","Silver"
1924,"Paris","Fencing","Fencing","HECKSCHER Grete","DEN","Women","Foil Individual","Bronze"
1924,"Paris","Fencing","Fencing","OSIIER Ellen Ottilia","DEN","Women","Foil Individual","Gold"
1924,"Paris","Fencing","Fencing","DAVIS Gladis Muriel","GBR","Women","Foil Individual","Silver"
1924,"Paris","Fencing","Fencing","BERTI Laszlo","HUN","Men","Foil Team","Bronze"
1924,"Paris","Fencing","Fencing","LICHTENECKERT Istvan","HUN","Men","Foil Team","Bronze"
1924,"Paris","Fencing","Fencing","POSTA Sandor","HUN","Men","Foil Team","Bronze"
1924,"Paris","Fencing","Fencing","SCHENKER Zoltan","HUN","Men","Foil Team","Bronze"
1924,"Paris","Fencing","Fencing","TERSZTYANSZKY Ödön","HUN","Men","Foil Team","Bronze"
1924,"Paris","Fencing","Fencing","CATTIAU Philippe","FRA","Men","Foil Team","Gold"
1924,"Paris","Fencing","Fencing","COUTROT Jacques","FRA","Men","Foil Team","Gold"
1924,"Paris","Fencing","Fencing","DE LUGET Guy","FRA","Men","Foil Team","Gold"
1924,"Paris","Fencing","Fencing","DUCRET Roger François","FRA","Men","Foil Team","Gold"
1924,"Paris","Fencing","Fencing","GAUDIN Lucien","FRA","Men","Foil Team","Gold"
1924,"Paris","Fencing","Fencing","JOBIER Henri","FRA","Men","Foil Team","Gold"
1924,"Paris","Fencing","Fencing","LABATTUT André","FRA","Men","Foil Team","Gold"
1924,"Paris","Fencing","Fencing","PEROTEAUX Josef","FRA","Men","Foil Team","Gold"
1924,"Paris","Fencing","Fencing","BERRE Marcel L.","BEL","Men","Foil Team","Silver"
1924,"Paris","Fencing","Fencing","BEURAIN Désiré","BEL","Men","Foil Team","Silver"
1924,"Paris","Fencing","Fencing","CRAHAY Charles","BEL","Men","Foil Team","Silver"
1924,"Paris","Fencing","Fencing","DE MONTIGNY Fernand","BEL","Men","Foil Team","Silver"
1924,"Paris","Fencing","Fencing","DE ROOCKER Albert","BEL","Men","Foil Team","Silver"
1924,"Paris","Fencing","Fencing","VAN DAMME Maurice E.","BEL","Men","Foil Team","Silver"
1924,"Paris","Fencing","Fencing","GARAY Janos","HUN","Men","Sabre Individual","Bronze"
1924,"Paris","Fencing","Fencing","POSTA Sandor","HUN","Men","Sabre Individual","Gold"
1924,"Paris","Fencing","Fencing","DUCRET Roger François","FRA","Men","Sabre Individual","Silver"
1924,"Paris","Fencing","Fencing","DE JONG Adrianus Egbertus Willem","NED","Men","Sabre Team","Bronze"
1924,"Paris","Fencing","Fencing","DOORMAN Jetze","NED","Men","Sabre Team","Bronze"
1924,"Paris","Fencing","Fencing","SCHERPENHUYZEN Hendrik Dorotheus","NED","Men","Sabre Team","Bronze"
1924,"Paris","Fencing","Fencing","VAN DER WIEL Jan","NED","Men","Sabre Team","Bronze"
1924,"Paris","Fencing","Fencing","VAN DULM Maarten Hendrik","NED","Men","Sabre Team","Bronze"
1924,"Paris","Fencing","Fencing","WYNOLDY-DANIELS Henri Jacob","NED","Men","Sabre Team","Bronze"
1924,"Paris","Fencing","Fencing","ANSELMI Renato","ITA","Men","Sabre Team","Gold"
1924,"Paris","Fencing","Fencing","BALZARINI Guido","ITA","Men","Sabre Team","Gold"
1924,"Paris","Fencing","Fencing","BERTINETTI Marcello","ITA","Men","Sabre Team","Gold"
1924,"Paris","Fencing","Fencing","BINI Bino","ITA","Men","Sabre Team","Gold"
1924,"Paris","Fencing","Fencing","CUCCIA Vincenzo","ITA","Men","Sabre Team","Gold"
1924,"Paris","Fencing","Fencing","MORICCA Oreste","ITA","Men","Sabre Team","Gold"
