"year","city","sport","discipline","athlete","country","gender","event","medal"
2004,"Athens","Rowing","Rowing","CIPOLLONE Pete","USA","Men","Eight With Coxswain (8+)","Gold"
2004,"Athens","Rowing","Rowing","DEAKIN Matt","USA","Men","Eight With Coxswain (8+)","Gold"
2004,"Athens","Rowing","Rowing","HANSEN Joseph","USA","Men","Eight With Coxswain (8+)","Gold"
2004,"Athens","Rowing","Rowing","HOOPMAN Beau","USA","Men","Eight With Coxswain (8+)","Gold"
2004,"Athens","Rowing","Rowing","READ Jason","USA","Men","Eight With Coxswain (8+)","Gold"
2004,"Athens","Rowing","Rowing","VOLPENHEIN Bryan","USA","Men","Eight With Coxswain (8+)","Gold"
2004,"Athens","Rowing","Rowing","BARTMAN Michiel","NED","Men","Eight With Coxswain (8+)","Silver"
2004,"Athens","Rowing","Rowing","CHEUNG Chun Wei","NED","Men","Eight With Coxswain (8+)","Silver"
2004,"Athens","Rowing","Rowing","DERKSEN Geert Jan","NED","Men","Eight With Coxswain (8+)","Silver"
2004,"Athens","Rowing","Rowing","EGGENKAMP Gerritjan","NED","Men","Eight With Coxswain (8+)","Silver"
2004,"Athens","Rowing","Rowing","GABRIELS Jan-Willem","NED","Men","Eight With Coxswain (8+)","Silver"
2004,"Athens","Rowing","Rowing","MENSCH Daniel","NED","Men","Eight With Coxswain (8+)","Silver"
2004,"Athens","Rowing","Rowing","SIMON Diederik","NED","Men","Eight With Coxswain (8+)","Silver"
2004,"Athens","Rowing","Rowing","VELLENGA Matthijs","NED","Men","Eight With Coxswain (8+)","Silver"
2004,"Athens","Rowing","Rowing","VERMEULEN Gijs","NED","Men","Eight With Coxswain (8+)","Silver"
2004,"Athens","Rowing","Rowing","DE HAAN Annemiek","NED","Women","Eight With Coxswain (8+)","Bronze"
2004,"Athens","Rowing","Rowing","DEKKERS Hurnet","NED","Women","Eight With Coxswain (8+)","Bronze"
2004,"Athens","Rowing","Rowing","HOMMES Nienke","NED","Women","Eight With Coxswain (8+)","Bronze"
2004,"Athens","Rowing","Rowing","SIEGELAAR Sarah","NED","Women","Eight With Coxswain (8+)","Bronze"
2004,"Athens","Rowing","Rowing","SMULDERS Marlies","NED","Women","Eight With Coxswain (8+)","Bronze"
2004,"Athens","Rowing","Rowing","TANGER Helen","NED","Women","Eight With Coxswain (8+)","Bronze"
2004,"Athens","Rowing","Rowing","VAN RUMPT Annemarieke","NED","Women","Eight With Coxswain (8+)","Bronze"
2004,"Athens","Rowing","Rowing","WEGMAN Froukje","NED","Women","Eight With Coxswain (8+)","Bronze"
2004,"Athens","Rowing","Rowing","WORKEL Ester","NED","Women","Eight With Coxswain (8+)","Bronze"
2004,"Athens","Rowing","Rowing","ANDRUNACHE Georgeta","ROU","Women","Eight With Coxswain (8+)","Gold"
2004,"Athens","Rowing","Rowing","BARASCU Aurica","ROU","Women","Eight With Coxswain (8+)","Gold"
2004,"Athens","Rowing","Rowing","FLOREA Rodica","ROU","Women","Eight With Coxswain (8+)","Gold"
2004,"Athens","Rowing","Rowing","GAFENCU Liliana","ROU","Women","Eight With Coxswain (8+)","Gold"
2004,"Athens","Rowing","Rowing","GEORGESCU Elena","ROU","Women","Eight With Coxswain (8+)","Gold"
2004,"Athens","Rowing","Rowing","IGNAT Doina","ROU","Women","Eight With Coxswain (8+)","Gold"
2004,"Athens","Rowing","Rowing","LIPA Elisabeta","ROU","Women","Eight With Coxswain (8+)","Gold"
2004,"Athens","Rowing","Rowing","PAPUC Ioana","ROU","Women","Eight With Coxswain (8+)","Gold"
2004,"Athens","Rowing","Rowing","SUSANU Viorica","ROU","Women","Eight With Coxswain (8+)","Gold"
2004,"Athens","Rowing","Rowing","COX Alison","USA","Women","Eight With Coxswain (8+)","Silver"
2004,"Athens","Rowing","Rowing","DAVIES Caryn","USA","Women","Eight With Coxswain (8+)","Silver"
2004,"Athens","Rowing","Rowing","DIRKMAAT Megan","USA","Women","Eight With Coxswain (8+)","Silver"
2004,"Athens","Rowing","Rowing","JOHNSON Kate","USA","Women","Eight With Coxswain (8+)","Silver"
2004,"Athens","Rowing","Rowing","KORHOLZ Laurel","USA","Women","Eight With Coxswain (8+)","Silver"
2004,"Athens","Rowing","Rowing","MAGEE Samantha","USA","Women","Eight With Coxswain (8+)","Silver"
2004,"Athens","Rowing","Rowing","MICKELSON Anna","USA","Women","Eight With Coxswain (8+)","Silver"
2004,"Athens","Rowing","Rowing","NELSON Lianne","USA","Women","Eight With Coxswain (8+)","Silver"
