"year","city","sport","discipline","athlete","country","gender","event","medal"
1912,"Stockholm","Fencing","Fencing","DOORMAN Jetze","NED","Men","Sabre Team","Bronze"
1912,"Stockholm","Fencing","Fencing","SCALONGNE Dirk","NED","Men","Sabre Team","Bronze"
1912,"Stockholm","Fencing","Fencing","VAN BLIJENBURGH Willem Peter Hubert","NED","Men","Sabre Team","Bronze"
1912,"Stockholm","Fencing","Fencing","VAN ROSSEM George","NED","Men","Sabre Team","Bronze"
1912,"Stockholm","Fencing","Fencing","BERTI Laszlo","HUN","Men","Sabre Team","Gold"
1912,"Stockholm","Fencing","Fencing","FÖLDES Deszö","HUN","Men","Sabre Team","Gold"
1912,"Stockholm","Fencing","Fencing","FUCHS Jenö","HUN","Men","Sabre Team","Gold"
1912,"Stockholm","Fencing","Fencing","GERDE Oskar","HUN","Men","Sabre Team","Gold"
1912,"Stockholm","Fencing","Fencing","MESZAROS Ervin","HUN","Men","Sabre Team","Gold"
1912,"Stockholm","Fencing","Fencing","SCHENKER Zoltan","HUN","Men","Sabre Team","Gold"
1912,"Stockholm","Fencing","Fencing","TOTH Peter","HUN","Men","Sabre Team","Gold"
1912,"Stockholm","Fencing","Fencing","WERKNER Lajos","HUN","Men","Sabre Team","Gold"
1912,"Stockholm","Fencing","Fencing","BOGEN Albert","AUT","Men","Sabre Team","Silver"
1912,"Stockholm","Fencing","Fencing","CVETKO Rudolf","AUT","Men","Sabre Team","Silver"
1912,"Stockholm","Fencing","Fencing","GOLLING Friedrich","AUT","Men","Sabre Team","Silver"
1912,"Stockholm","Fencing","Fencing","HERSCHMANN Otto","AUT","Men","Sabre Team","Silver"
1912,"Stockholm","Fencing","Fencing","SUTTNER Andreas","AUT","Men","Sabre Team","Silver"
1912,"Stockholm","Fencing","Fencing","TRAMPLER Reinhold","AUT","Men","Sabre Team","Silver"
1912,"Stockholm","Fencing","Fencing","VERDERBER Richard","AUT","Men","Sabre Team","Silver"
1912,"Stockholm","Football","Football","BOUVY Nicolaas Jan Jerome","NED","Men","Football","Bronze"
1912,"Stockholm","Football","Football","DE GROOT Henri Franciscus","NED","Men","Football","Bronze"
1912,"Stockholm","Football","Football","DE KORVER Johannes Marius","NED","Men","Football","Bronze"
1912,"Stockholm","Football","Football","DE WOLF Nicolaas","NED","Men","Football","Bronze"
1912,"Stockholm","Football","Football","FEITH Constant Willem","NED","Men","Football","Bronze"
1912,"Stockholm","Football","Football","GÖBEL Marius Just","NED","Men","Football","Bronze"
1912,"Stockholm","Football","Football","LOTSY Dirk Nicolaas","NED","Men","Football","Bronze"
1912,"Stockholm","Football","Football","TEN CATE Caesar Herman","NED","Men","Football","Bronze"
1912,"Stockholm","Football","Football","VAN BREDA KOLFF Jan Gualtherus","NED","Men","Football","Bronze"
1912,"Stockholm","Football","Football","VOS Jan","NED","Men","Football","Bronze"
1912,"Stockholm","Football","Football","WIJNVELDT David","NED","Men","Football","Bronze"
1912,"Stockholm","Football","Football","BERRY Arthur","GBR","Men","Football","Gold"
1912,"Stockholm","Football","Football","BREBNER Ronald Gilchrist","GBR","Men","Football","Gold"
1912,"Stockholm","Football","Football","BURN Thomas Christopher","GBR","Men","Football","Gold"
1912,"Stockholm","Football","Football","DINES James","GBR","Men","Football","Gold"
1912,"Stockholm","Football","Football","HANNEY Edward T.","GBR","Men","Football","Gold"
1912,"Stockholm","Football","Football","HOARE Gordon Rahere","GBR","Men","Football","Gold"
1912,"Stockholm","Football","Football","KNIGHT Arthur Egerton","GBR","Men","Football","Gold"
1912,"Stockholm","Football","Football","LITTLEWORT Henry Charles","GBR","Men","Football","Gold"
1912,"Stockholm","Football","Football","SHARPE Ivor Gordon","GBR","Men","Football","Gold"
1912,"Stockholm","Football","Football","WALDEN Harold Adrian","GBR","Men","Football","Gold"
1912,"Stockholm","Football","Football","WOODWARD Vivian John","GBR","Men","Football","Gold"
1912,"Stockholm","Football","Football","BERTH Paul Ludvig Laurits","DEN","Men","Football","Silver"
1912,"Stockholm","Football","Football","BUCHWALD Charles","DEN","Men","Football","Silver"
1912,"Stockholm","Football","Football","CHRISTOFFERSEN Hjalmar Johan","DEN","Men","Football","Silver"
1912,"Stockholm","Football","Football","HANSEN Harald","DEN","Men","Football","Silver"
1912,"Stockholm","Football","Football","HANSEN Sophus","DEN","Men","Football","Silver"
1912,"Stockholm","Football","Football","MIDDELBOE Niels","DEN","Men","Football","Silver"
1912,"Stockholm","Football","Football","NIELSEN Sofus Erhard","DEN","Men","Football","Silver"
1912,"Stockholm","Football","Football","OLSEN Anton","DEN","Men","Football","Silver"
1912,"Stockholm","Football","Football","PETERSEN Axel Karl","DEN","Men","Football","Silver"
1912,"Stockholm","Football","Football","SEIDELIN-NIELSEN Ivar Likke","DEN","Men","Football","Silver"
1912,"Stockholm","Football","Football","WOLFHAGEN Vilhelm","DEN","Men","Football","Silver"
1912,"Stockholm","Gymnastics","Artistic G.","TUNESI Adolfo","ITA","Men","Individual All-Round","Bronze"
1912,"Stockholm","Gymnastics","Artistic G.","BRAGLIA G. Alberto","ITA","Men","Individual All-Round","Gold"
1912,"Stockholm","Gymnastics","Artistic G.","SEGURA B. Louis","FRA","Men","Individual All-Round","Silver"
1912,"Stockholm","Gymnastics","Artistic G.","BETTS Albert Edward","GBR","Men","Team Competition","Bronze"
1912,"Stockholm","Gymnastics","Artistic G.","COWHIG William","GBR","Men","Team Competition","Bronze"
1912,"Stockholm","Gymnastics","Artistic G.","CROSS Sidney","GBR","Men","Team Competition","Bronze"
1912,"Stockholm","Gymnastics","Artistic G.","DICKASON Harry","GBR","Men","Team Competition","Bronze"
1912,"Stockholm","Gymnastics","Artistic G.","DRURY Herbert James","GBR","Men","Team Competition","Bronze"
1912,"Stockholm","Gymnastics","Artistic G.","FRANKLIN Bernard Wallis","GBR","Men","Team Competition","Bronze"
1912,"Stockholm","Gymnastics","Artistic G.","HANSON Leonard","GBR","Men","Team Competition","Bronze"
1912,"Stockholm","Gymnastics","Artistic G.","HODGETTS Samuel","GBR","Men","Team Competition","Bronze"
1912,"Stockholm","Gymnastics","Artistic G.","LUCK Charles James","GBR","Men","Team Competition","Bronze"
1912,"Stockholm","Gymnastics","Artistic G.","MAC KUNE William","GBR","Men","Team Competition","Bronze"
1912,"Stockholm","Gymnastics","Artistic G.","MCLEAN Ronald Gordon","GBR","Men","Team Competition","Bronze"
1912,"Stockholm","Gymnastics","Artistic G.","MESSENGER Alfred William","GBR","Men","Team Competition","Bronze"
1912,"Stockholm","Gymnastics","Artistic G.","OBERHOLZER Henry Arthur","GBR","Men","Team Competition","Bronze"
1912,"Stockholm","Gymnastics","Artistic G.","PEPPER Edward Ernest","GBR","Men","Team Competition","Bronze"
1912,"Stockholm","Gymnastics","Artistic G.","POTTS Edward William","GBR","Men","Team Competition","Bronze"
1912,"Stockholm","Gymnastics","Artistic G.","POTTS Reginald Hubert","GBR","Men","Team Competition","Bronze"
1912,"Stockholm","Gymnastics","Artistic G.","ROSS George James","GBR","Men","Team Competition","Bronze"
1912,"Stockholm","Gymnastics","Artistic G.","SIMMONS Charles","GBR","Men","Team Competition","Bronze"
1912,"Stockholm","Gymnastics","Artistic G.","SOUTHERN Arthur George Heron","GBR","Men","Team Competition","Bronze"
1912,"Stockholm","Gymnastics","Artistic G.","TITT William","GBR","Men","Team Competition","Bronze"
1912,"Stockholm","Gymnastics","Artistic G.","VIGURS Charles Alfred","GBR","Men","Team Competition","Bronze"
1912,"Stockholm","Gymnastics","Artistic G.","WALKER Samuel John","GBR","Men","Team Competition","Bronze"
1912,"Stockholm","Gymnastics","Artistic G.","WEST Charles Joseph","GBR","Men","Team Competition","Bronze"
1912,"Stockholm","Gymnastics","Artistic G.","WHITAKER John T.","GBR","Men","Team Competition","Bronze"
1912,"Stockholm","Gymnastics","Artistic G.","BIANCHI Pietro","ITA","Men","Team Competition","Gold"
1912,"Stockholm","Gymnastics","Artistic G.","BONI Guido","ITA","Men","Team Competition","Gold"
1912,"Stockholm","Gymnastics","Artistic G.","BRAGLIA G. Alberto","ITA","Men","Team Competition","Gold"
1912,"Stockholm","Gymnastics","Artistic G.","DOMENICHELLI Guiseppe","ITA","Men","Team Competition","Gold"
1912,"Stockholm","Gymnastics","Artistic G.","FREGOSI Carlo","ITA","Men","Team Competition","Gold"
1912,"Stockholm","Gymnastics","Artistic G.","GOLLINI Alfredo","ITA","Men","Team Competition","Gold"
1912,"Stockholm","Gymnastics","Artistic G.","LOI Francesco","ITA","Men","Team Competition","Gold"
1912,"Stockholm","Gymnastics","Artistic G.","MANGIANTE Giovanni","ITA","Men","Team Competition","Gold"
1912,"Stockholm","Gymnastics","Artistic G.","MANGIANTE Lorenzo","ITA","Men","Team Competition","Gold"
1912,"Stockholm","Gymnastics","Artistic G.","MAZZAROCHI Serafino","ITA","Men","Team Competition","Gold"
1912,"Stockholm","Gymnastics","Artistic G.","ROMANO Guido","ITA","Men","Team Competition","Gold"
1912,"Stockholm","Gymnastics","Artistic G.","SALVI Paolo","ITA","Men","Team Competition","Gold"
1912,"Stockholm","Gymnastics","Artistic G.","SAVORINI Luciano","ITA","Men","Team Competition","Gold"
1912,"Stockholm","Gymnastics","Artistic G.","TUNESI Adolfo","ITA","Men","Team Competition","Gold"
1912,"Stockholm","Gymnastics","Artistic G.","ZAMPORI Giorgio","ITA","Men","Team Competition","Gold"
1912,"Stockholm","Gymnastics","Artistic G.","ZORZI Angelo","ITA","Men","Team Competition","Gold"
1912,"Stockholm","Gymnastics","Artistic G.","ARADI Lajos","HUN","Men","Team Competition","Silver"
1912,"Stockholm","Gymnastics","Artistic G.","BERKES Jozsef","HUN","Men","Team Competition","Silver"
1912,"Stockholm","Gymnastics","Artistic G.","ERDÖDY Imre","HUN","Men","Team Competition","Silver"
1912,"Stockholm","Gymnastics","Artistic G.","FOTI Samu","HUN","Men","Team Competition","Silver"
1912,"Stockholm","Gymnastics","Artistic G.","GELLERT Imre","HUN","Men","Team Competition","Silver"
1912,"Stockholm","Gymnastics","Artistic G.","HALMOS Gyözö","HUN","Men","Team Competition","Silver"
1912,"Stockholm","Gymnastics","Artistic G.","HELLMICH Otto","HUN","Men","Team Competition","Silver"
1912,"Stockholm","Gymnastics","Artistic G.","HERCZEG Istvan","HUN","Men","Team Competition","Silver"
1912,"Stockholm","Gymnastics","Artistic G.","KERESZTESSY Jozsef","HUN","Men","Team Competition","Silver"
1912,"Stockholm","Gymnastics","Artistic G.","KORPONAI Janos","HUN","Men","Team Competition","Silver"
1912,"Stockholm","Gymnastics","Artistic G.","PASZTY Elemer","HUN","Men","Team Competition","Silver"
1912,"Stockholm","Gymnastics","Artistic G.","PEDERY Arpad","HUN","Men","Team Competition","Silver"
1912,"Stockholm","Gymnastics","Artistic G.","RETI Jenö","HUN","Men","Team Competition","Silver"
1912,"Stockholm","Gymnastics","Artistic G.","SZÜTS Ferenc","HUN","Men","Team Competition","Silver"
1912,"Stockholm","Gymnastics","Artistic G.","TERY Ödön","HUN","Men","Team Competition","Silver"
1912,"Stockholm","Gymnastics","Artistic G.","TULI Géza","HUN","Men","Team Competition","Silver"
1912,"Stockholm","Gymnastics","Artistic G.","ANDERSEN Axel Sigurd","DEN","Men","Team Free System","Bronze"
1912,"Stockholm","Gymnastics","Artistic G.","ANDERSEN Hjalmart Nörregaard","DEN","Men","Team Free System","Bronze"
1912,"Stockholm","Gymnastics","Artistic G.","BIRCH Halvor","DEN","Men","Team Free System","Bronze"
1912,"Stockholm","Gymnastics","Artistic G.","GRIMMELMANN Hermann Johan","DEN","Men","Team Free System","Bronze"
1912,"Stockholm","Gymnastics","Artistic G.","HANSEN Aage Marius","DEN","Men","Team Free System","Bronze"
1912,"Stockholm","Gymnastics","Artistic G.","HANSEN Arvor","DEN","Men","Team Free System","Bronze"
1912,"Stockholm","Gymnastics","Artistic G.","HANSEN Christian Marius","DEN","Men","Team Free System","Bronze"
1912,"Stockholm","Gymnastics","Artistic G.","JENSEN Charles Christopher","DEN","Men","Team Free System","Bronze"
1912,"Stockholm","Gymnastics","Artistic G.","JOHANSEN Hjalmar Peter Martin","DEN","Men","Team Free System","Bronze"
1912,"Stockholm","Gymnastics","Artistic G.","JÖRGENSEN Poul Preben","DEN","Men","Team Free System","Bronze"
1912,"Stockholm","Gymnastics","Artistic G.","JUUL-PETERSEN Carl Julius","DEN","Men","Team Free System","Bronze"
1912,"Stockholm","Gymnastics","Artistic G.","KREBS Carl Immanuel","DEN","Men","Team Free System","Bronze"
1912,"Stockholm","Gymnastics","Artistic G.","MADSEN Svend Meulengracht","DEN","Men","Team Free System","Bronze"
1912,"Stockholm","Gymnastics","Artistic G.","MÖLGAARD Thomas Fredrik Hannibal","DEN","Men","Team Free System","Bronze"
1912,"Stockholm","Gymnastics","Artistic G.","NIELSEN Lukas Frederick Christian","DEN","Men","Team Free System","Bronze"
1912,"Stockholm","Gymnastics","Artistic G.","NORDSTRÖM Rikard Hannibal Wilhelm","DEN","Men","Team Free System","Bronze"
