"year","city","sport","discipline","athlete","country","gender","event","medal"
1980,"Moscow","Basketball","Basketball","VECCHIATIO Renzo","ITA","Men","Basketball","Silver"
1980,"Moscow","Basketball","Basketball","VILLALTA Renato","ITA","Men","Basketball","Silver"
1980,"Moscow","Basketball","Basketball","BECIRSPAHIC Mersada","YUG","Women","Basketball","Bronze"
1980,"Moscow","Basketball","Basketball","BJEDOV Mira","YUG","Women","Basketball","Bronze"
1980,"Moscow","Basketball","Basketball","DESPOTOVIC Vesna","YUG","Women","Basketball","Bronze"
1980,"Moscow","Basketball","Basketball","DJURASKOVIC Vera","YUG","Women","Basketball","Bronze"
1980,"Moscow","Basketball","Basketball","DJURKOVIC Zorica","YUG","Women","Basketball","Bronze"
1980,"Moscow","Basketball","Basketball","KOMNENOVIC Jelica","YUG","Women","Basketball","Bronze"
1980,"Moscow","Basketball","Basketball","MAJSTOROVIC Biljana","YUG","Women","Basketball","Bronze"
1980,"Moscow","Basketball","Basketball","MITIC Vukica","YUG","Women","Basketball","Bronze"
1980,"Moscow","Basketball","Basketball","OZEGOVIC Sanja","YUG","Women","Basketball","Bronze"
1980,"Moscow","Basketball","Basketball","PEKIC Sofija","YUG","Women","Basketball","Bronze"
1980,"Moscow","Basketball","Basketball","PERAZIC Jasmina","YUG","Women","Basketball","Bronze"
1980,"Moscow","Basketball","Basketball","TONKOVIC Marija","YUG","Women","Basketball","Bronze"
1980,"Moscow","Basketball","Basketball","BARISHEVA-KOROSTELEVA Olga","URS","Women","Basketball","Gold"
1980,"Moscow","Basketball","Basketball","BESSELENE Vida","URS","Women","Basketball","Gold"
1980,"Moscow","Basketball","Basketball","FERYABNIKOVA Nelli","URS","Women","Basketball","Gold"
1980,"Moscow","Basketball","Basketball","IVINSKAIA Tatiana","URS","Women","Basketball","Gold"
1980,"Moscow","Basketball","Basketball","OVECHKINA Tatiana","URS","Women","Basketball","Gold"
1980,"Moscow","Basketball","Basketball","ROGOZHINA Liudmila","URS","Women","Basketball","Gold"
1980,"Moscow","Basketball","Basketball","RUPSHENE Angelia","URS","Women","Basketball","Gold"
1980,"Moscow","Basketball","Basketball","SEMENOVA Iuliana","URS","Women","Basketball","Gold"
1980,"Moscow","Basketball","Basketball","SHARMAI Liubov","URS","Women","Basketball","Gold"
1980,"Moscow","Basketball","Basketball","SHUVAEVA-OLKHOVA Nadezhda","URS","Women","Basketball","Gold"
1980,"Moscow","Basketball","Basketball","SUKHARNOVA Olga","URS","Women","Basketball","Gold"
1980,"Moscow","Basketball","Basketball","ZAKHAROVA-NADIROVA Tatiana","URS","Women","Basketball","Gold"
1980,"Moscow","Basketball","Basketball","BOGDANOVA Krasimira","BUL","Women","Basketball","Silver"
1980,"Moscow","Basketball","Basketball","BRAINOVA Diana","BUL","Women","Basketball","Silver"
1980,"Moscow","Basketball","Basketball","DERMENDJIEVA Vania","BUL","Women","Basketball","Silver"
1980,"Moscow","Basketball","Basketball","GERMANOVA Silvia","BUL","Women","Basketball","Silver"
1980,"Moscow","Basketball","Basketball","GOLTCHEVA Nadka","BUL","Women","Basketball","Silver"
1980,"Moscow","Basketball","Basketball","MAKAVEEVA Petkana","BUL","Women","Basketball","Silver"
1980,"Moscow","Basketball","Basketball","METODIEVA Penka","BUL","Women","Basketball","Silver"
1980,"Moscow","Basketball","Basketball","MIKHAILOVA Angelina","BUL","Women","Basketball","Silver"
1980,"Moscow","Basketball","Basketball","MIKHAILOVA Snezhana","BUL","Women","Basketball","Silver"
1980,"Moscow","Basketball","Basketball","RADKOVA Kostadinka","BUL","Women","Basketball","Silver"
1980,"Moscow","Basketball","Basketball","SLAVTCHEVA-STEFANOVA Evladia","BUL","Women","Basketball","Silver"
1980,"Moscow","Basketball","Basketball","STOYANOVA Penka","BUL","Women","Basketball","Silver"
1980,"Moscow","Boxing","Boxing","LI Byong Uk","PRK","Men","- 48KG (Light-Flyweight)","Bronze"
1980,"Moscow","Boxing","Boxing","MUSTAFOV Ismail","BUL","Men","- 48KG (Light-Flyweight)","Bronze"
1980,"Moscow","Boxing","Boxing","SABIROV Shamil","URS","Men","- 48KG (Light-Flyweight)","Gold"
