"year","city","sport","discipline","athlete","country","gender","event","medal"
1992,"Barcelona","Athletics","Athletics","BACKLEY Steve","GBR","Men","Javelin Throw","Bronze"
1992,"Barcelona","Athletics","Athletics","ZELEZNY Jan","TCH","Men","Javelin Throw","Gold"
1992,"Barcelona","Athletics","Athletics","RATY Seppo Henrik","FIN","Men","Javelin Throw","Silver"
1992,"Barcelona","Athletics","Athletics","FORKEL Karen","GER","Women","Javelin Throw","Bronze"
1992,"Barcelona","Athletics","Athletics","RENK Silke","GER","Women","Javelin Throw","Gold"
1992,"Barcelona","Athletics","Athletics","SHIKOLENKO Natalia","EUN","Women","Javelin Throw","Silver"
1992,"Barcelona","Athletics","Athletics","GREENE Joe","USA","Men","Long Jump","Bronze"
1992,"Barcelona","Athletics","Athletics","LEWIS Carl","USA","Men","Long Jump","Gold"
1992,"Barcelona","Athletics","Athletics","POWELL Michael Anthony","USA","Men","Long Jump","Silver"
1992,"Barcelona","Athletics","Athletics","JOYNER-KERSEE Jackie","USA","Women","Long Jump","Bronze"
1992,"Barcelona","Athletics","Athletics","DRECHSLER Heike","GER","Women","Long Jump","Gold"
1992,"Barcelona","Athletics","Athletics","KRAVETS Inessa","EUN","Women","Long Jump","Silver"
1992,"Barcelona","Athletics","Athletics","FREIGANG Stephan Timo","GER","Men","Marathon","Bronze"
1992,"Barcelona","Athletics","Athletics","HWANG Young-Cho","KOR","Men","Marathon","Gold"
1992,"Barcelona","Athletics","Athletics","MORISHITA Koichi","JPN","Men","Marathon","Silver"
1992,"Barcelona","Athletics","Athletics","MOLLER Lorraine Mary","NZL","Women","Marathon","Bronze"
1992,"Barcelona","Athletics","Athletics","YEGOROVA Valentina","EUN","Women","Marathon","Gold"
1992,"Barcelona","Athletics","Athletics","ARIMORI Yuko","JPN","Women","Marathon","Silver"
1992,"Barcelona","Athletics","Athletics","GARCIA CHICO Javier","ESP","Men","Pole Vault","Bronze"
1992,"Barcelona","Athletics","Athletics","TARASOV Maksim","EUN","Men","Pole Vault","Gold"
1992,"Barcelona","Athletics","Athletics","TRANDENKOV Igor","EUN","Men","Pole Vault","Silver"
1992,"Barcelona","Athletics","Athletics","LYKHO Viatcheslav","EUN","Men","Shot Put","Bronze"
1992,"Barcelona","Athletics","Athletics","STULCE Michael D.","USA","Men","Shot Put","Gold"
1992,"Barcelona","Athletics","Athletics","DOEHRING James","USA","Men","Shot Put","Silver"
1992,"Barcelona","Athletics","Athletics","NEIMKE Kathrin","GER","Women","Shot Put","Bronze"
1992,"Barcelona","Athletics","Athletics","KRIVELYOVA Svetlana","EUN","Women","Shot Put","Gold"
1992,"Barcelona","Athletics","Athletics","HUANG Zhihong","CHN","Women","Shot Put","Silver"
1992,"Barcelona","Athletics","Athletics","RUTHERFORD Frank","BAH","Men","Triple Jump","Bronze"
1992,"Barcelona","Athletics","Athletics","CONLEY Mike","USA","Men","Triple Jump","Gold"
1992,"Barcelona","Athletics","Athletics","SIMPKINS Charles","USA","Men","Triple Jump","Silver"
1992,"Barcelona","Badminton","Badminton","LI Yongbo","CHN","Men","Doubles","Bronze"
1992,"Barcelona","Badminton","Badminton","SIDEK Rashid","MAS","Men","Doubles","Bronze"
1992,"Barcelona","Badminton","Badminton","SIDEK Razif","MAS","Men","Doubles","Bronze"
1992,"Barcelona","Badminton","Badminton","TIAN Bingyi","CHN","Men","Doubles","Bronze"
1992,"Barcelona","Badminton","Badminton","KIM Moon-Soo","KOR","Men","Doubles","Gold"
1992,"Barcelona","Badminton","Badminton","PARK Joo-Bong","KOR","Men","Doubles","Gold"
1992,"Barcelona","Badminton","Badminton","GUNAWAN Rudy","INA","Men","Doubles","Silver"
1992,"Barcelona","Badminton","Badminton","HARTONO Eddy","INA","Men","Doubles","Silver"
1992,"Barcelona","Badminton","Badminton","GIL Young-Ah","KOR","Women","Doubles","Bronze"
1992,"Barcelona","Badminton","Badminton","LIN Yanfen","CHN","Women","Doubles","Bronze"
1992,"Barcelona","Badminton","Badminton","SHIM Eun-Jung","KOR","Women","Doubles","Bronze"
1992,"Barcelona","Badminton","Badminton","YAO Fen","CHN","Women","Doubles","Bronze"
1992,"Barcelona","Badminton","Badminton","CHUNG So-Young","KOR","Women","Doubles","Gold"
1992,"Barcelona","Badminton","Badminton","HWANG Hae-Young","KOR","Women","Doubles","Gold"
1992,"Barcelona","Badminton","Badminton","GUAN Weizhen","CHN","Women","Doubles","Silver"
1992,"Barcelona","Badminton","Badminton","NONG Qunhua","CHN","Women","Doubles","Silver"
1992,"Barcelona","Badminton","Badminton","STUER-LAURIDSEN Thomas","DEN","Men","Singles","Bronze"
1992,"Barcelona","Badminton","Badminton","SUSANTO Hermawan","INA","Men","Singles","Bronze"
1992,"Barcelona","Badminton","Badminton","BUDI KUSUMA Alan","INA","Men","Singles","Gold"
1992,"Barcelona","Badminton","Badminton","WIRANATA Ardy Bernardus","INA","Men","Singles","Silver"
1992,"Barcelona","Badminton","Badminton","HUANG Hua","CHN","Women","Singles","Bronze"
1992,"Barcelona","Badminton","Badminton","TANG Jiuhong","CHN","Women","Singles","Bronze"
1992,"Barcelona","Badminton","Badminton","SUSANTI Susi","INA","Women","Singles","Gold"
1992,"Barcelona","Badminton","Badminton","BANG Soo-Hyun","KOR","Women","Singles","Silver"
1992,"Barcelona","Baseball","Baseball","ITO Tomohito","JPN","Men","Baseball","Bronze"
1992,"Barcelona","Baseball","Baseball","KAWABATA Shinichiro","JPN","Men","Baseball","Bronze"
1992,"Barcelona","Baseball","Baseball","KOHIYAMA Masahito","JPN","Men","Baseball","Bronze"
1992,"Barcelona","Baseball","Baseball","KOJIMA Hirotami","JPN","Men","Baseball","Bronze"
1992,"Barcelona","Baseball","Baseball","KOKUBO Hiroki","JPN","Men","Baseball","Bronze"
1992,"Barcelona","Baseball","Baseball","MIWA Takashi","JPN","Men","Baseball","Bronze"
1992,"Barcelona","Baseball","Baseball","NAKAMOTO Hiroshi","JPN","Men","Baseball","Bronze"
1992,"Barcelona","Baseball","Baseball","NISHI Masafumi","JPN","Men","Baseball","Bronze"
1992,"Barcelona","Baseball","Baseball","NISHIYAMA Kazutaka","JPN","Men","Baseball","Bronze"
1992,"Barcelona","Baseball","Baseball","OSHIMA Koichi","JPN","Men","Baseball","Bronze"
1992,"Barcelona","Baseball","Baseball","SAKAGUCHI Hiroyuki","JPN","Men","Baseball","Bronze"
1992,"Barcelona","Baseball","Baseball","SATO Shinichi","JPN","Men","Baseball","Bronze"
1992,"Barcelona","Baseball","Baseball","SATO Yasuhiro","JPN","Men","Baseball","Bronze"
1992,"Barcelona","Baseball","Baseball","SUGIURA Masanori","JPN","Men","Baseball","Bronze"
1992,"Barcelona","Baseball","Baseball","SUGIYAMA Kento","JPN","Men","Baseball","Bronze"
1992,"Barcelona","Baseball","Baseball","TAKAMI Yasunori","JPN","Men","Baseball","Bronze"
1992,"Barcelona","Baseball","Baseball","TOGO Akihiro","JPN","Men","Baseball","Bronze"
1992,"Barcelona","Baseball","Baseball","TOKUNAGA Koji","JPN","Men","Baseball","Bronze"
1992,"Barcelona","Baseball","Baseball","WAKABAYASHI Shigeki","JPN","Men","Baseball","Bronze"
1992,"Barcelona","Baseball","Baseball","WATANABE Katsumi","JPN","Men","Baseball","Bronze"
1992,"Barcelona","Baseball","Baseball","AJETE Omar","CUB","Men","Baseball","Gold"
1992,"Barcelona","Baseball","Baseball","ARROJO AVILA Rolando","CUB","Men","Baseball","Gold"
1992,"Barcelona","Baseball","Baseball","DELGADO DIEZ Jose Raul","CUB","Men","Baseball","Gold"
1992,"Barcelona","Baseball","Baseball","DIAZ LOREN Giorge","CUB","Men","Baseball","Gold"
1992,"Barcelona","Baseball","Baseball","ESTRADA Jose Antonio","CUB","Men","Baseball","Gold"
1992,"Barcelona","Baseball","Baseball","FERNANDEZ RODRIGUEZ Osvaldo","CUB","Men","Baseball","Gold"
1992,"Barcelona","Baseball","Baseball","GURRIEL DELGADO Lourdes","CUB","Men","Baseball","Gold"
1992,"Barcelona","Baseball","Baseball","HERNANDEZ PEDROSO Orlando","CUB","Men","Baseball","Gold"
1992,"Barcelona","Baseball","Baseball","HERNANDEZ Alberto","CUB","Men","Baseball","Gold"
1992,"Barcelona","Baseball","Baseball","KINDELAN Orestes","CUB","Men","Baseball","Gold"
1992,"Barcelona","Baseball","Baseball","LINARES Omar","CUB","Men","Baseball","Gold"
1992,"Barcelona","Baseball","Baseball","MESA FRESNEDA German","CUB","Men","Baseball","Gold"
1992,"Barcelona","Baseball","Baseball","MESA MARTINEZ Victor","CUB","Men","Baseball","Gold"
1992,"Barcelona","Baseball","Baseball","PACHECO Antonio","CUB","Men","Baseball","Gold"
1992,"Barcelona","Baseball","Baseball","PADILLA Juan","CUB","Men","Baseball","Gold"
1992,"Barcelona","Baseball","Baseball","PEREZ RONDON Juan Carlos","CUB","Men","Baseball","Gold"
1992,"Barcelona","Baseball","Baseball","ULACIA Luis","CUB","Men","Baseball","Gold"
1992,"Barcelona","Baseball","Baseball","URRUTIA QUIROGA Ermidelio","CUB","Men","Baseball","Gold"
1992,"Barcelona","Baseball","Baseball","VALDES BERRIEL Jorge Luis","CUB","Men","Baseball","Gold"
1992,"Barcelona","Baseball","Baseball","VARGAS Lazaro","CUB","Men","Baseball","Gold"
1992,"Barcelona","Baseball","Baseball","CHANG Cheng-Hsien","TPE","Men","Baseball","Silver"
1992,"Barcelona","Baseball","Baseball","CHANG Wen-Chung","TPE","Men","Baseball","Silver"
1992,"Barcelona","Baseball","Baseball","CHEN Chi-Hsin","TPE","Men","Baseball","Silver"
1992,"Barcelona","Baseball","Baseball","CHEN Wei-Chen","TPE","Men","Baseball","Silver"
1992,"Barcelona","Baseball","Baseball","CHIANG Tai-Chuan","TPE","Men","Baseball","Silver"
1992,"Barcelona","Baseball","Baseball","HUANG Chung-Yi","TPE","Men","Baseball","Silver"
1992,"Barcelona","Baseball","Baseball","HUANG Wen-Po","TPE","Men","Baseball","Silver"
1992,"Barcelona","Baseball","Baseball","JONG Yeu-Jeng","TPE","Men","Baseball","Silver"
1992,"Barcelona","Baseball","Baseball","KU Kuo-Chian","TPE","Men","Baseball","Silver"
1992,"Barcelona","Baseball","Baseball","KUO LEE Chien-Fu","TPE","Men","Baseball","Silver"
1992,"Barcelona","Baseball","Baseball","LIAO Ming-Hsiung","TPE","Men","Baseball","Silver"
1992,"Barcelona","Baseball","Baseball","LIN Chao-Huang","TPE","Men","Baseball","Silver"
1992,"Barcelona","Baseball","Baseball","LIN Kun-Han","TPE","Men","Baseball","Silver"
1992,"Barcelona","Baseball","Baseball","LO Chen-Jung","TPE","Men","Baseball","Silver"
1992,"Barcelona","Baseball","Baseball","LO Kuo-Chong","TPE","Men","Baseball","Silver"
1992,"Barcelona","Baseball","Baseball","PAI Kun-Hong","TPE","Men","Baseball","Silver"
1992,"Barcelona","Baseball","Baseball","TSAI Ming-Hung","TPE","Men","Baseball","Silver"
1992,"Barcelona","Baseball","Baseball","WANG Kuang-Shih","TPE","Men","Baseball","Silver"
1992,"Barcelona","Baseball","Baseball","WU Shih-Hsih","TPE","Men","Baseball","Silver"
1992,"Barcelona","Basketball","Basketball","BRAZDAUSKIS Romanas","LTU","Men","Basketball","Bronze"
1992,"Barcelona","Basketball","Basketball","CHOMICIUS Valdemaras","LTU","Men","Basketball","Bronze"
1992,"Barcelona","Basketball","Basketball","DIMAVICIUS Darius","LTU","Men","Basketball","Bronze"
1992,"Barcelona","Basketball","Basketball","EINIKIS Gintaras","LTU","Men","Basketball","Bronze"
1992,"Barcelona","Basketball","Basketball","JOVAISA Sergejus","LTU","Men","Basketball","Bronze"
1992,"Barcelona","Basketball","Basketball","KARNISOVAS Arturas","LTU","Men","Basketball","Bronze"
1992,"Barcelona","Basketball","Basketball","KRAPIKAS Gintaras","LTU","Men","Basketball","Bronze"
1992,"Barcelona","Basketball","Basketball","KURTINAITIS Rimas","LTU","Men","Basketball","Bronze"
1992,"Barcelona","Basketball","Basketball","MARCIULIONIS Sarunas","LTU","Men","Basketball","Bronze"
1992,"Barcelona","Basketball","Basketball","PAZDRAZDIS Alvydas","LTU","Men","Basketball","Bronze"
1992,"Barcelona","Basketball","Basketball","SABONIS Arvydas","LTU","Men","Basketball","Bronze"
1992,"Barcelona","Basketball","Basketball","VISOCKAS Arunas","LTU","Men","Basketball","Bronze"
1992,"Barcelona","Basketball","Basketball","BARKLEY Charles","USA","Men","Basketball","Gold"
1992,"Barcelona","Basketball","Basketball","BIRD Larry","USA","Men","Basketball","Gold"
1992,"Barcelona","Basketball","Basketball","DREXLER Clyde","USA","Men","Basketball","Gold"
1992,"Barcelona","Basketball","Basketball","EWING Patrick Aloysius","USA","Men","Basketball","Gold"
1992,"Barcelona","Basketball","Basketball","JOHNSON Earvin","USA","Men","Basketball","Gold"
1992,"Barcelona","Basketball","Basketball","JORDAN Michael","USA","Men","Basketball","Gold"
1992,"Barcelona","Basketball","Basketball","LAETTNER Christian D.","USA","Men","Basketball","Gold"
1992,"Barcelona","Basketball","Basketball","MALONE Karl","USA","Men","Basketball","Gold"
1992,"Barcelona","Basketball","Basketball","MULLIN Christopher Paul","USA","Men","Basketball","Gold"
1992,"Barcelona","Basketball","Basketball","PIPPEN Scottie","USA","Men","Basketball","Gold"
1992,"Barcelona","Basketball","Basketball","ROBINSON David Maurice","USA","Men","Basketball","Gold"
1992,"Barcelona","Basketball","Basketball","STOCKTON John Houston","USA","Men","Basketball","Gold"
1992,"Barcelona","Basketball","Basketball","ALANOVIC Vladan","CRO","Men","Basketball","Silver"
1992,"Barcelona","Basketball","Basketball","ARAPOVIC Franjo","CRO","Men","Basketball","Silver"
1992,"Barcelona","Basketball","Basketball","CVJETICANIN Danko","CRO","Men","Basketball","Silver"
1992,"Barcelona","Basketball","Basketball","GREGOV Alan","CRO","Men","Basketball","Silver"
1992,"Barcelona","Basketball","Basketball","KOMAZEC Arijan","CRO","Men","Basketball","Silver"
1992,"Barcelona","Basketball","Basketball","KUKOC Toni","CRO","Men","Basketball","Silver"
1992,"Barcelona","Basketball","Basketball","NAGLIC Aramis","CRO","Men","Basketball","Silver"
1992,"Barcelona","Basketball","Basketball","PERASOVIC Velimir","CRO","Men","Basketball","Silver"
1992,"Barcelona","Basketball","Basketball","PETROVIC Drazen","CRO","Men","Basketball","Silver"
1992,"Barcelona","Basketball","Basketball","RADJA Dino","CRO","Men","Basketball","Silver"
1992,"Barcelona","Basketball","Basketball","TABAK Zan","CRO","Men","Basketball","Silver"
1992,"Barcelona","Basketball","Basketball","VRANKOVIC Stojko","CRO","Men","Basketball","Silver"
1992,"Barcelona","Basketball","Basketball","BULLETT Victoria","USA","Women","Basketball","Bronze"
1992,"Barcelona","Basketball","Basketball","CHARLES Daedra","USA","Women","Basketball","Bronze"
1992,"Barcelona","Basketball","Basketball","COOPER Cynthia","USA","Women","Basketball","Bronze"
1992,"Barcelona","Basketball","Basketball","DAVIS Clarissa","USA","Women","Basketball","Bronze"
1992,"Barcelona","Basketball","Basketball","DIXON Medina","USA","Women","Basketball","Bronze"
1992,"Barcelona","Basketball","Basketball","EDWARDS Teresa","USA","Women","Basketball","Bronze"
1992,"Barcelona","Basketball","Basketball","JACKSON Tammy","USA","Women","Basketball","Bronze"
1992,"Barcelona","Basketball","Basketball","JONES Carolyn","USA","Women","Basketball","Bronze"
1992,"Barcelona","Basketball","Basketball","MCCLAIN Katrina Felicia","USA","Women","Basketball","Bronze"
1992,"Barcelona","Basketball","Basketball","MCCONNELL Suzanne","USA","Women","Basketball","Bronze"
1992,"Barcelona","Basketball","Basketball","ORR Victoria","USA","Women","Basketball","Bronze"
1992,"Barcelona","Basketball","Basketball","WEATHERSPOON Teresa","USA","Women","Basketball","Bronze"
1992,"Barcelona","Basketball","Basketball","BARANOVA Elena","EUN","Women","Basketball","Gold"
1992,"Barcelona","Basketball","Basketball","BOUNATIANTS Elen","EUN","Women","Basketball","Gold"
1992,"Barcelona","Basketball","Basketball","CHVAIBOVITCH Elena","EUN","Women","Basketball","Gold"
1992,"Barcelona","Basketball","Basketball","GERLITS Irina","EUN","Women","Basketball","Gold"
1992,"Barcelona","Basketball","Basketball","KHOUDACHOVA Elena","EUN","Women","Basketball","Gold"
