"year","city","sport","discipline","athlete","country","gender","event","medal"
1936,"Berlin","Cycling","Cycling Track","CHARPENTIER Robert","FRA","Men","Team Pursuit (4000M)","Gold"
1936,"Berlin","Cycling","Cycling Track","GOUJON Jean","FRA","Men","Team Pursuit (4000M)","Gold"
1936,"Berlin","Cycling","Cycling Track","LAPEBIE Guy","FRA","Men","Team Pursuit (4000M)","Gold"
1936,"Berlin","Cycling","Cycling Track","LE NIZERHY Roger","FRA","Men","Team Pursuit (4000M)","Gold"
1936,"Berlin","Cycling","Cycling Track","BIANCHI Bianco","ITA","Men","Team Pursuit (4000M)","Silver"
1936,"Berlin","Cycling","Cycling Track","GENTILI Mario","ITA","Men","Team Pursuit (4000M)","Silver"
1936,"Berlin","Cycling","Cycling Track","LATINI Armando","ITA","Men","Team Pursuit (4000M)","Silver"
1936,"Berlin","Cycling","Cycling Track","RIGONI Severino","ITA","Men","Team Pursuit (4000M)","Silver"
1936,"Berlin","Equestrian","Dressage","PODHAJSKY Alois","AUT","Men","Individual","Bronze"
1936,"Berlin","Equestrian","Dressage","POLLAY Heinz","GER","Men","Individual","Gold"
1936,"Berlin","Equestrian","Dressage","GERHARD Friedrich","GER","Men","Individual","Silver"
1936,"Berlin","Equestrian","Dressage","ADLERCREUTZ Gregor","SWE","Men","Team","Bronze"
1936,"Berlin","Equestrian","Dressage","COLLIANDER Sven","SWE","Men","Team","Bronze"
1936,"Berlin","Equestrian","Dressage","SANDSTRÖM Folke","SWE","Men","Team","Bronze"
1936,"Berlin","Equestrian","Dressage","GERHARD Friedrich","GER","Men","Team","Gold"
1936,"Berlin","Equestrian","Dressage","POLLAY Heinz","GER","Men","Team","Gold"
1936,"Berlin","Equestrian","Dressage","VON OPPELN-BRONIKOWSKI Hermann","GER","Men","Team","Gold"
1936,"Berlin","Equestrian","Dressage","DE BALLORRE Gerard","FRA","Men","Team","Silver"
1936,"Berlin","Equestrian","Dressage","GILLOIS Daniel","FRA","Men","Team","Silver"
1936,"Berlin","Equestrian","Dressage","JOUSSEAUME Andre Rene","FRA","Men","Team","Silver"
1936,"Berlin","Equestrian","Eventing","LUNDING Hans Matthiesen","DEN","Men","Individual","Bronze"
1936,"Berlin","Equestrian","Eventing","STUBBENDORF Ludwig","GER","Men","Individual","Gold"
1936,"Berlin","Equestrian","Eventing","THOMSON Earl Foster","USA","Men","Individual","Silver"
1936,"Berlin","Equestrian","Eventing","FANSHAWE Richard Gennys","GBR","Men","Team","Bronze"
1936,"Berlin","Equestrian","Eventing","HOWARD-VYSE Edward Dacre","GBR","Men","Team","Bronze"
1936,"Berlin","Equestrian","Eventing","SCOTT Alec Brassey Jonathan","GBR","Men","Team","Bronze"
1936,"Berlin","Equestrian","Eventing","LIPPERT Rudolf","GER","Men","Team","Gold"
1936,"Berlin","Equestrian","Eventing","STUBBENDORF Ludwig","GER","Men","Team","Gold"
1936,"Berlin","Equestrian","Eventing","VON WANGENHEIM Konrad","GER","Men","Team","Gold"
1936,"Berlin","Equestrian","Eventing","KAWECKI Zdzislaw","POL","Men","Team","Silver"
1936,"Berlin","Equestrian","Eventing","KULESZA Seweryn","POL","Men","Team","Silver"
1936,"Berlin","Equestrian","Eventing","ROYCEWICZ Henryk","POL","Men","Team","Silver"
1936,"Berlin","Equestrian","Jumping","H:: SELLO","HUN","Men","Individual","Bronze"
1936,"Berlin","Equestrian","Jumping","VON PLATTHY Jozsef","HUN","Men","Individual","Bronze"
1936,"Berlin","Equestrian","Jumping","H:: TORA","GER","Men","Individual","Gold"
1936,"Berlin","Equestrian","Jumping","HASSE Kurt","GER","Men","Individual","Gold"
1936,"Berlin","Equestrian","Jumping","H:: DELFIS","ROU","Men","Individual","Silver"
1936,"Berlin","Equestrian","Jumping","RANG Henri","ROU","Men","Individual","Silver"
1936,"Berlin","Equestrian","Jumping","BELTRAO Jose","POR","Men","Team","Bronze"
1936,"Berlin","Equestrian","Jumping","COUTINHO (MARQUES DO FUNCHAL) Domingos De Sousa","POR","Men","Team","Bronze"
1936,"Berlin","Equestrian","Jumping","SILVA Luiz","POR","Men","Team","Bronze"
1936,"Berlin","Equestrian","Jumping","BRANDT Heinz","GER","Men","Team","Gold"
1936,"Berlin","Equestrian","Jumping","HASSE Kurt","GER","Men","Team","Gold"
1936,"Berlin","Equestrian","Jumping","VON BARNEKOW Marten","GER","Men","Team","Gold"
1936,"Berlin","Equestrian","Jumping","DE BRUINE Jan Adrianus","NED","Men","Team","Silver"
1936,"Berlin","Equestrian","Jumping","GRETER Johan Jacob","NED","Men","Team","Silver"
1936,"Berlin","Equestrian","Jumping","VAN SCHAIK Henri Louis Marie","NED","Men","Team","Silver"
1936,"Berlin","Fencing","Fencing","CORNAGGIA-MEDICI Giancarlo C.","ITA","Men","Épée Individual","Bronze"
1936,"Berlin","Fencing","Fencing","RICCARDI Franco","ITA","Men","Épée Individual","Gold"
1936,"Berlin","Fencing","Fencing","RAGNO Saverio","ITA","Men","Épée Individual","Silver"
1936,"Berlin","Fencing","Fencing","BUCHARD Georges","FRA","Men","Épée Team","Bronze"
1936,"Berlin","Fencing","Fencing","CATTIAU Philippe","FRA","Men","Épée Team","Bronze"
1936,"Berlin","Fencing","Fencing","DULIEUX Henri","FRA","Men","Épée Team","Bronze"
1936,"Berlin","Fencing","Fencing","PECHEUX Michel","FRA","Men","Épée Team","Bronze"
1936,"Berlin","Fencing","Fencing","SCHMETZ Bernard","FRA","Men","Épée Team","Bronze"
1936,"Berlin","Fencing","Fencing","WORMSER Paul","FRA","Men","Épée Team","Bronze"
1936,"Berlin","Fencing","Fencing","BRUSATI Giancarlo","ITA","Men","Épée Team","Gold"
1936,"Berlin","Fencing","Fencing","CORNAGGIA-MEDICI Giancarlo C.","ITA","Men","Épée Team","Gold"
1936,"Berlin","Fencing","Fencing","MANGIAROTTI Edoardo","ITA","Men","Épée Team","Gold"
1936,"Berlin","Fencing","Fencing","PEZZANA Alfredo","ITA","Men","Épée Team","Gold"
1936,"Berlin","Fencing","Fencing","RAGNO Saverio","ITA","Men","Épée Team","Gold"
1936,"Berlin","Fencing","Fencing","RICCARDI Franco","ITA","Men","Épée Team","Gold"
1936,"Berlin","Fencing","Fencing","ALMGREN Gustav","SWE","Men","Épée Team","Silver"
1936,"Berlin","Fencing","Fencing","CEDERIN Birger","SWE","Men","Épée Team","Silver"
1936,"Berlin","Fencing","Fencing","DRAKENBERG Hans","SWE","Men","Épée Team","Silver"
1936,"Berlin","Fencing","Fencing","DYRSSEN Gustaf","SWE","Men","Épée Team","Silver"
1936,"Berlin","Fencing","Fencing","GRANFELT Hans","SWE","Men","Épée Team","Silver"
1936,"Berlin","Fencing","Fencing","THOFELT Sven","SWE","Men","Épée Team","Silver"
1936,"Berlin","Fencing","Fencing","BOCCHINO Giorgio","ITA","Men","Foil Individual","Bronze"
1936,"Berlin","Fencing","Fencing","GAUDINI Giulio","ITA","Men","Foil Individual","Gold"
1936,"Berlin","Fencing","Fencing","GARDERE Edouard","FRA","Men","Foil Individual","Silver"
1936,"Berlin","Fencing","Fencing","PREIS-MÜLLER Ellen S.","AUT","Women","Foil Individual","Bronze"
1936,"Berlin","Fencing","Fencing","ELEK Ilona","HUN","Women","Foil Individual","Gold"
1936,"Berlin","Fencing","Fencing","MAYER Helene","GER","Women","Foil Individual","Silver"
1936,"Berlin","Fencing","Fencing","ADAM Otto","GER","Men","Foil Team","Bronze"
1936,"Berlin","Fencing","Fencing","CASMIR Erwin","GER","Men","Foil Team","Bronze"
1936,"Berlin","Fencing","Fencing","EISENECKER Julius","GER","Men","Foil Team","Bronze"
1936,"Berlin","Fencing","Fencing","HEIM August","GER","Men","Foil Team","Bronze"
1936,"Berlin","Fencing","Fencing","LERDON Siegfried","GER","Men","Foil Team","Bronze"
1936,"Berlin","Fencing","Fencing","ROSENBAUER Stefan","GER","Men","Foil Team","Bronze"
1936,"Berlin","Fencing","Fencing","BOCCHINO Giorgio","ITA","Men","Foil Team","Gold"
1936,"Berlin","Fencing","Fencing","DI ROSA Manlio","ITA","Men","Foil Team","Gold"
1936,"Berlin","Fencing","Fencing","GAUDINI Giulio","ITA","Men","Foil Team","Gold"
1936,"Berlin","Fencing","Fencing","GUARAGNA Gioachino","ITA","Men","Foil Team","Gold"
1936,"Berlin","Fencing","Fencing","MARZI Gustavo","ITA","Men","Foil Team","Gold"
