"year","city","sport","discipline","athlete","country","gender","event","medal"
1952,"Helsinki","Wrestling","Wrestling Gre-R","GUREVICH Boris","URS","Men","- 52KG (Flyweight)","Gold"
1952,"Helsinki","Wrestling","Wrestling Gre-R","FABRA Ignazio","ITA","Men","- 52KG (Flyweight)","Silver"
1952,"Helsinki","Wrestling","Wrestling Gre-R","KOVANEN Tauno Into","FIN","Men","+ 87KG (Super Heavyweight)","Bronze"
1952,"Helsinki","Wrestling","Wrestling Gre-R","KOTKAS Johannes","URS","Men","+ 87KG (Super Heavyweight)","Gold"
1952,"Helsinki","Wrestling","Wrestling Gre-R","RUZICKA Josef","TCH","Men","+ 87KG (Super Heavyweight)","Silver"
1952,"Helsinki","Wrestling","Wrestling Gre-R","TERYAN Artem","URS","Men","52 - 57KG (Bantamweight)","Bronze"
1952,"Helsinki","Wrestling","Wrestling Gre-R","HODOS Imre","HUN","Men","52 - 57KG (Bantamweight)","Gold"
1952,"Helsinki","Wrestling","Wrestling Gre-R","CHIHAB Zakaria","LIB","Men","52 - 57KG (Bantamweight)","Silver"
1952,"Helsinki","Wrestling","Wrestling Gre-R","RASHED Abdel Aal Ahmed","EGY","Men","57 - 61KG (Featherweight)","Bronze"
1952,"Helsinki","Wrestling","Wrestling Gre-R","PUNKIN Yakov","URS","Men","57 - 61KG (Featherweight)","Gold"
1952,"Helsinki","Wrestling","Wrestling Gre-R","POLYAK Imre","HUN","Men","57 - 61KG (Featherweight)","Silver"
1952,"Helsinki","Wrestling","Wrestling Gre-R","ATANASOV Mikulas","TCH","Men","61 - 67KG (Lightweight)","Bronze"
1952,"Helsinki","Wrestling","Wrestling Gre-R","SAFIN Chasame","URS","Men","61 - 67KG (Lightweight)","Gold"
1952,"Helsinki","Wrestling","Wrestling Gre-R","FREIJ Gustav","SWE","Men","61 - 67KG (Lightweight)","Silver"
1952,"Helsinki","Wrestling","Wrestling Gre-R","TAHA Khalil","LIB","Men","67 - 73KG (Welterweight)","Bronze"
1952,"Helsinki","Wrestling","Wrestling Gre-R","SZILVASI Miklos","HUN","Men","67 - 73KG (Welterweight)","Gold"
1952,"Helsinki","Wrestling","Wrestling Gre-R","ANDERSSON Gösta","SWE","Men","67 - 73KG (Welterweight)","Silver"
1952,"Helsinki","Wrestling","Wrestling Gre-R","BELOV Nikolai","URS","Men","73 - 79KG (Middleweight)","Bronze"
1952,"Helsinki","Wrestling","Wrestling Gre-R","GRÖNBERG Axel","SWE","Men","73 - 79KG (Middleweight)","Gold"
1952,"Helsinki","Wrestling","Wrestling Gre-R","RAUHALA Kalervo Juhani","FIN","Men","73 - 79KG (Middleweight)","Silver"
1952,"Helsinki","Wrestling","Wrestling Gre-R","NILSSON Karl-Erik","SWE","Men","79 - 87KG (Light-Heavyweight)","Bronze"
1952,"Helsinki","Wrestling","Wrestling Gre-R","GRÖNDAHL Kelpo Olavi","FIN","Men","79 - 87KG (Light-Heavyweight)","Gold"
1952,"Helsinki","Wrestling","Wrestling Gre-R","CHIKHLADZE Shalva","URS","Men","79 - 87KG (Light-Heavyweight)","Silver"
1956,"Melbourne / Stockholm","Aquatics","Diving","CONNER Richard Carroll","USA","Men","10M Platform","Bronze"
1956,"Melbourne / Stockholm","Aquatics","Diving","CAPILLA PEREZ Joaquin","MEX","Men","10M Platform","Gold"
1956,"Melbourne / Stockholm","Aquatics","Diving","TOBIAN Gary Milburn","USA","Men","10M Platform","Silver"
1956,"Melbourne / Stockholm","Aquatics","Diving","MYERS-POPE Paula Jean","USA","Women","10M Platform","Bronze"
1956,"Melbourne / Stockholm","Aquatics","Diving","MCCORMICK Patricia","USA","Women","10M Platform","Gold"
1956,"Melbourne / Stockholm","Aquatics","Diving","STOVER-IRWIN Juno Roslays","USA","Women","10M Platform","Silver"
1956,"Melbourne / Stockholm","Aquatics","Diving","CAPILLA PEREZ Joaquin","MEX","Men","3M Springboard","Bronze"
1956,"Melbourne / Stockholm","Aquatics","Diving","CLOTWORTHY Robert Lynn","USA","Men","3M Springboard","Gold"
1956,"Melbourne / Stockholm","Aquatics","Diving","HARPER Donald De Wayne","USA","Men","3M Springboard","Silver"
1956,"Melbourne / Stockholm","Aquatics","Diving","MAC DONALD Irene Margaret","CAN","Women","3M Springboard","Bronze"
1956,"Melbourne / Stockholm","Aquatics","Diving","MCCORMICK Patricia","USA","Women","3M Springboard","Gold"
1956,"Melbourne / Stockholm","Aquatics","Diving","STUNYO Jeanne Georgetta","USA","Women","3M Springboard","Silver"
1956,"Melbourne / Stockholm","Aquatics","Swimming","MCKINNEY Frank Edward Jr.","USA","Men","100M Backstroke","Bronze"
1956,"Melbourne / Stockholm","Aquatics","Swimming","THEILE David Egmont","AUS","Men","100M Backstroke","Gold"
1956,"Melbourne / Stockholm","Aquatics","Swimming","MONCKTON John James","AUS","Men","100M Backstroke","Silver"
1956,"Melbourne / Stockholm","Aquatics","Swimming","EDWARDS Margaret","GBR","Women","100M Backstroke","Bronze"
1956,"Melbourne / Stockholm","Aquatics","Swimming","GRINHAM Judith Brenda","GBR","Women","100M Backstroke","Gold"
1956,"Melbourne / Stockholm","Aquatics","Swimming","CONE Carin Alice","USA","Women","100M Backstroke","Silver"
1956,"Melbourne / Stockholm","Aquatics","Swimming","SEARS Mary Jane","USA","Women","100M Butterfly","Bronze"
1956,"Melbourne / Stockholm","Aquatics","Swimming","MANN Shelley Isabel","USA","Women","100M Butterfly","Gold"
1956,"Melbourne / Stockholm","Aquatics","Swimming","RAMEY Nancy Jane","USA","Women","100M Butterfly","Silver"
1956,"Melbourne / Stockholm","Aquatics","Swimming","CHAPMAN Gary","AUS","Men","100M Freestyle","Bronze"
1956,"Melbourne / Stockholm","Aquatics","Swimming","HENRICKS Jon Malcolm","AUS","Men","100M Freestyle","Gold"
1956,"Melbourne / Stockholm","Aquatics","Swimming","DEVITT John","AUS","Men","100M Freestyle","Silver"
1956,"Melbourne / Stockholm","Aquatics","Swimming","LEECH Faith Yvonne","AUS","Women","100M Freestyle","Bronze"
1956,"Melbourne / Stockholm","Aquatics","Swimming","FRASER Dawn","AUS","Women","100M Freestyle","Gold"
1956,"Melbourne / Stockholm","Aquatics","Swimming","CRAPP Lorraine Joyce","AUS","Women","100M Freestyle","Silver"
1956,"Melbourne / Stockholm","Aquatics","Swimming","BREEN George Thomas","USA","Men","1500M Freestyle","Bronze"
1956,"Melbourne / Stockholm","Aquatics","Swimming","ROSE Murray","AUS","Men","1500M Freestyle","Gold"
1956,"Melbourne / Stockholm","Aquatics","Swimming","YAMANAKA Tsuyoshi","JPN","Men","1500M Freestyle","Silver"
1956,"Melbourne / Stockholm","Aquatics","Swimming","YUNICHEV Kharis","URS","Men","200M Breaststroke","Bronze"
1956,"Melbourne / Stockholm","Aquatics","Swimming","FURUKAWA Masaru","JPN","Men","200M Breaststroke","Gold"
1956,"Melbourne / Stockholm","Aquatics","Swimming","YOSHIMURA Masahiro","JPN","Men","200M Breaststroke","Silver"
