"year","city","sport","discipline","athlete","country","gender","event","medal"
1972,"Munich","Football","Football","ANDRIASYAN Arkadi","URS","Men","Football","Bronze"
1972,"Munich","Football","Football","BLOKHIN Oleg","URS","Men","Football","Bronze"
1972,"Munich","Football","Football","BRANSCH Bernd","GDR","Men","Football","Bronze"
1972,"Munich","Football","Football","CROY Jürgen","GDR","Men","Football","Bronze"
1972,"Munich","Football","Football","DUCKE Peter","GDR","Men","Football","Bronze"
1972,"Munich","Football","Football","DZODZUASHVILI Revaz","URS","Men","Football","Bronze"
1972,"Munich","Football","Football","ELISEEV Yuri","URS","Men","Football","Bronze"
1972,"Munich","Football","Football","EVRYUZHIKHIN Gennadi","URS","Men","Football","Bronze"
1972,"Munich","Football","Football","GANZERA Frank","GDR","Men","Football","Bronze"
1972,"Munich","Football","Football","HÄFNER Reinhard","GDR","Men","Football","Bronze"
1972,"Munich","Football","Football","IRMSCHER Harald","GDR","Men","Football","Bronze"
1972,"Munich","Football","Football","ISTOMIN Yuri","URS","Men","Football","Bronze"
1972,"Munich","Football","Football","KAPLICHNY Vladimir","URS","Men","Football","Bronze"
1972,"Munich","Football","Football","KHURCILAVA Murtaz","URS","Men","Football","Bronze"
1972,"Munich","Football","Football","KOLOTOV Viktor","URS","Men","Football","Bronze"
1972,"Munich","Football","Football","KREISCHE Hans-Jürgen","GDR","Men","Football","Bronze"
1972,"Munich","Football","Football","KUKSOV Anatoli","URS","Men","Football","Bronze"
1972,"Munich","Football","Football","KURBJUWEIT Lothar","GDR","Men","Football","Bronze"
1972,"Munich","Football","Football","LOVCHEV Yevgeni","URS","Men","Football","Bronze"
1972,"Munich","Football","Football","OLSHANSKY Sergei","URS","Men","Football","Bronze"
1972,"Munich","Football","Football","ONISHCHENKO Vladimir","URS","Men","Football","Bronze"
1972,"Munich","Football","Football","PILGUI Vladimir","URS","Men","Football","Bronze"
1972,"Munich","Football","Football","POMMERENKE Jürgen","GDR","Men","Football","Bronze"
1972,"Munich","Football","Football","RUDAKOV Yevgeni","URS","Men","Football","Bronze"
1972,"Munich","Football","Football","SABO Iosef","URS","Men","Football","Bronze"
1972,"Munich","Football","Football","SCHULENBERG Ralf","GDR","Men","Football","Bronze"
1972,"Munich","Football","Football","SEGUIN Wolfgang","GDR","Men","Football","Bronze"
1972,"Munich","Football","Football","SEMENOV Vyacheslav","URS","Men","Football","Bronze"
1972,"Munich","Football","Football","SPARWASSER Jürgen","GDR","Men","Football","Bronze"
1972,"Munich","Football","Football","STREICH Joachim","GDR","Men","Football","Bronze"
1972,"Munich","Football","Football","VOGEL Eberhard","GDR","Men","Football","Bronze"
1972,"Munich","Football","Football","WATZLICH Siegmar","GDR","Men","Football","Bronze"
1972,"Munich","Football","Football","WEISE Konrad","GDR","Men","Football","Bronze"
1972,"Munich","Football","Football","YAKUBIK Andrei","URS","Men","Football","Bronze"
1972,"Munich","Football","Football","ZANAZANYAN Oganes","URS","Men","Football","Bronze"
1972,"Munich","Football","Football","ZAPF Manfred","GDR","Men","Football","Bronze"
1972,"Munich","Football","Football","ANCZOK Zygmunt","POL","Men","Football","Gold"
1972,"Munich","Football","Football","CMIKIEWICZ Leslaw","POL","Men","Football","Gold"
1972,"Munich","Football","Football","DEYNA Kazimierz","POL","Men","Football","Gold"
1972,"Munich","Football","Football","GADOCHA Robert","POL","Men","Football","Gold"
1972,"Munich","Football","Football","GORGON Jerzy","POL","Men","Football","Gold"
1972,"Munich","Football","Football","GUT Zbigniew","POL","Men","Football","Gold"
1972,"Munich","Football","Football","KMIECIK Kazimierz","POL","Men","Football","Gold"
1972,"Munich","Football","Football","KOSTKA Hubert","POL","Men","Football","Gold"
1972,"Munich","Football","Football","KRASKA Jerzy","POL","Men","Football","Gold"
1972,"Munich","Football","Football","LATO Grzegorz","POL","Men","Football","Gold"
1972,"Munich","Football","Football","LUBANSKI Wlodzimierz","POL","Men","Football","Gold"
1972,"Munich","Football","Football","MARX Joachim","POL","Men","Football","Gold"
1972,"Munich","Football","Football","MASZCZYK Zygmunt","POL","Men","Football","Gold"
1972,"Munich","Football","Football","OSTAFINSKI Marjan","POL","Men","Football","Gold"
1972,"Munich","Football","Football","SZOLTYSIK Zygfryd","POL","Men","Football","Gold"
1972,"Munich","Football","Football","SZYMANOWSKI Antoni","POL","Men","Football","Gold"
1972,"Munich","Football","Football","SZYMCZAK Ryszard","POL","Men","Football","Gold"
1972,"Munich","Football","Football","BALINT Laszlo","HUN","Men","Football","Silver"
1972,"Munich","Football","Football","BRANIKOVICS Laszlo","HUN","Men","Football","Silver"
1972,"Munich","Football","Football","DUNAI Antal","HUN","Men","Football","Silver"
1972,"Munich","Football","Football","DUNAI Ede","HUN","Men","Football","Silver"
1972,"Munich","Football","Football","GECZI Istvan","HUN","Men","Football","Silver"
1972,"Munich","Football","Football","JUHASZ Peter","HUN","Men","Football","Silver"
1972,"Munich","Football","Football","KOCSIS Lajos","HUN","Men","Football","Silver"
1972,"Munich","Football","Football","KOVACS Jozsef","HUN","Men","Football","Silver"
1972,"Munich","Football","Football","KOZMA Mihaly","HUN","Men","Football","Silver"
1972,"Munich","Football","Football","KU Lajos","HUN","Men","Football","Silver"
1972,"Munich","Football","Football","PANCSICS Miklos","HUN","Men","Football","Silver"
1972,"Munich","Football","Football","ROTHERMEL Adam","HUN","Men","Football","Silver"
1972,"Munich","Football","Football","SZUCS Lajos","HUN","Men","Football","Silver"
1972,"Munich","Football","Football","TOTH Kalman","HUN","Men","Football","Silver"
1972,"Munich","Football","Football","VARADI Bela","HUN","Men","Football","Silver"
1972,"Munich","Football","Football","VEPI Peter","HUN","Men","Football","Silver"
1972,"Munich","Football","Football","VIDACS Csaba","HUN","Men","Football","Silver"
1972,"Munich","Gymnastics","Artistic G.","JANZ Karin","GDR","Women","Balance Beam","Bronze"
1972,"Munich","Gymnastics","Artistic G.","KORBUT Olga","URS","Women","Balance Beam","Gold"
1972,"Munich","Gymnastics","Artistic G.","LAZAKOVICH Tamara","URS","Women","Balance Beam","Silver"
1972,"Munich","Gymnastics","Artistic G.","KASAMATSU Shigeru","JPN","Men","Floor Exercises","Bronze"
1972,"Munich","Gymnastics","Artistic G.","ANDRIANOV Nikolay","URS","Men","Floor Exercises","Gold"
1972,"Munich","Gymnastics","Artistic G.","NAKAYAMA Akinori","JPN","Men","Floor Exercises","Silver"
1972,"Munich","Gymnastics","Artistic G.","LAZAKOVICH Tamara","URS","Women","Floor Exercises","Bronze"
1972,"Munich","Gymnastics","Artistic G.","KORBUT Olga","URS","Women","Floor Exercises","Gold"
1972,"Munich","Gymnastics","Artistic G.","TURISCHEVA Lyudmila","URS","Women","Floor Exercises","Silver"
1972,"Munich","Gymnastics","Artistic G.","KASAMATSU Shigeru","JPN","Men","Horizontal Bar","Bronze"
1972,"Munich","Gymnastics","Artistic G.","TSUKAHARA Mitsuo","JPN","Men","Horizontal Bar","Gold"
