"id","country_id","season","stage","date","hometeam_id","awayteam_id","home_goal","away_goal"
4359,1729,"2014/2015",7,"2014-10-04T00:00:00.000Z",10252,8456,0,2
4360,1729,"2014/2015",7,"2014-10-05T00:00:00.000Z",8455,9825,2,0
4361,1729,"2014/2015",7,"2014-10-04T00:00:00.000Z",8667,9826,2,0
4362,1729,"2014/2015",7,"2014-10-04T00:00:00.000Z",8197,8191,2,2
4363,1729,"2014/2015",7,"2014-10-04T00:00:00.000Z",8650,8659,2,1
4364,1729,"2014/2015",7,"2014-10-05T00:00:00.000Z",10260,8668,2,1
4365,1729,"2014/2015",7,"2014-10-04T00:00:00.000Z",8472,10194,3,1
4366,1729,"2014/2015",7,"2014-10-04T00:00:00.000Z",10003,10261,2,2
4367,1729,"2014/2015",7,"2014-10-05T00:00:00.000Z",8586,8466,1,0
4368,1729,"2014/2015",7,"2014-10-05T00:00:00.000Z",8654,10172,2,0
4369,1729,"2014/2015",8,"2014-10-18T00:00:00.000Z",9825,8667,2,2
4370,1729,"2014/2015",8,"2014-10-18T00:00:00.000Z",8191,8654,1,3
4371,1729,"2014/2015",8,"2014-10-18T00:00:00.000Z",9826,8455,1,2
4372,1729,"2014/2015",8,"2014-10-18T00:00:00.000Z",8668,10252,3,0
4373,1729,"2014/2015",8,"2014-10-18T00:00:00.000Z",8456,8586,4,1
4374,1729,"2014/2015",8,"2014-10-18T00:00:00.000Z",10261,8197,1,0
4375,1729,"2014/2015",8,"2014-10-19T00:00:00.000Z",10172,8650,2,3
4376,1729,"2014/2015",8,"2014-10-18T00:00:00.000Z",8466,8472,8,0
4377,1729,"2014/2015",8,"2014-10-19T00:00:00.000Z",10194,10003,2,1
4378,1729,"2014/2015",8,"2014-10-20T00:00:00.000Z",8659,10260,2,2
4379,1729,"2014/2015",9,"2014-10-26T00:00:00.000Z",8191,8668,1,3
4380,1729,"2014/2015",9,"2014-10-25T00:00:00.000Z",8650,8667,0,0
4381,1729,"2014/2015",9,"2014-10-26T00:00:00.000Z",10260,8455,1,1
4382,1729,"2014/2015",9,"2014-10-27T00:00:00.000Z",10172,10252,2,0
4383,1729,"2014/2015",9,"2014-10-25T00:00:00.000Z",8466,10194,1,0
4384,1729,"2014/2015",9,"2014-10-25T00:00:00.000Z",8472,9825,0,2
4385,1729,"2014/2015",9,"2014-10-25T00:00:00.000Z",10003,8197,2,0
4386,1729,"2014/2015",9,"2014-10-26T00:00:00.000Z",8586,10261,1,2
4387,1729,"2014/2015",9,"2014-10-25T00:00:00.000Z",8659,9826,2,2
4388,1729,"2014/2015",9,"2014-10-25T00:00:00.000Z",8654,8456,2,1
5909,4769,"2011/2012",1,"2011-08-06T00:00:00.000Z",8576,9941,0,2
5910,4769,"2011/2012",1,"2011-08-07T00:00:00.000Z",9827,9853,1,2
5911,4769,"2011/2012",1,"2011-08-06T00:00:00.000Z",8521,4087,2,2
5912,4769,"2011/2012",1,"2011-08-06T00:00:00.000Z",7819,9873,1,0
5913,4769,"2011/2012",1,"2011-08-07T00:00:00.000Z",9836,9851,1,5
5914,4769,"2011/2012",1,"2011-08-06T00:00:00.000Z",8592,9874,2,2
5915,4769,"2011/2012",1,"2011-08-06T00:00:00.000Z",10249,8583,3,1
5916,4769,"2011/2012",1,"2011-08-06T00:00:00.000Z",8481,8639,1,1
5917,4769,"2011/2012",1,"2011-08-06T00:00:00.000Z",9831,9748,1,3
5918,4769,"2011/2012",1,"2011-08-06T00:00:00.000Z",9847,8689,0,1
5919,4769,"2011/2012",10,"2011-10-16T00:00:00.000Z",8576,9847,1,3
5920,4769,"2011/2012",10,"2011-10-15T00:00:00.000Z",8583,8639,1,3
5921,4769,"2011/2012",10,"2011-10-15T00:00:00.000Z",8521,7819,1,1
5922,4769,"2011/2012",10,"2011-10-15T00:00:00.000Z",4087,9853,1,2
5923,4769,"2011/2012",10,"2011-10-15T00:00:00.000Z",9748,8481,3,1
5924,4769,"2011/2012",10,"2011-10-15T00:00:00.000Z",10249,9836,5,3
5925,4769,"2011/2012",10,"2011-10-15T00:00:00.000Z",9831,9827,3,0
5926,4769,"2011/2012",10,"2011-10-16T00:00:00.000Z",9851,8689,2,0
5927,4769,"2011/2012",10,"2011-10-15T00:00:00.000Z",9941,8592,0,0
5928,4769,"2011/2012",10,"2011-10-16T00:00:00.000Z",9873,9874,3,0
5929,4769,"2011/2012",11,"2011-10-23T00:00:00.000Z",8583,9851,0,1
5930,4769,"2011/2012",11,"2011-10-22T00:00:00.000Z",9827,8521,1,1
5931,4769,"2011/2012",11,"2011-10-22T00:00:00.000Z",7819,10249,1,3
5932,4769,"2011/2012",11,"2011-10-23T00:00:00.000Z",8639,9748,3,1
5933,4769,"2011/2012",11,"2011-10-22T00:00:00.000Z",8689,9941,0,0
5934,4769,"2011/2012",11,"2011-10-22T00:00:00.000Z",8592,8576,2,0
5935,4769,"2011/2012",11,"2011-10-22T00:00:00.000Z",8481,9831,1,0
5936,4769,"2011/2012",11,"2011-10-23T00:00:00.000Z",9847,9836,2,0
5937,4769,"2011/2012",11,"2011-10-22T00:00:00.000Z",9853,9873,1,0
5938,4769,"2011/2012",11,"2011-10-22T00:00:00.000Z",9874,4087,1,1
5939,4769,"2011/2012",12,"2011-10-29T00:00:00.000Z",8576,9827,0,2
5940,4769,"2011/2012",12,"2011-10-29T00:00:00.000Z",8521,8689,3,1
5941,4769,"2011/2012",12,"2011-10-29T00:00:00.000Z",9836,8592,2,3
5942,4769,"2011/2012",12,"2011-10-29T00:00:00.000Z",4087,8583,3,1
5943,4769,"2011/2012",12,"2011-10-29T00:00:00.000Z",9748,9853,2,0
5944,4769,"2011/2012",12,"2011-10-29T00:00:00.000Z",10249,8481,2,0
5945,4769,"2011/2012",12,"2011-10-30T00:00:00.000Z",9831,9874,1,1
5946,4769,"2011/2012",12,"2011-10-29T00:00:00.000Z",9847,7819,4,2
5947,4769,"2011/2012",12,"2011-10-30T00:00:00.000Z",9941,9851,1,0
5948,4769,"2011/2012",12,"2011-10-30T00:00:00.000Z",9873,8639,0,0
5949,4769,"2011/2012",13,"2011-11-06T00:00:00.000Z",8583,9941,2,0
5950,4769,"2011/2012",13,"2011-11-06T00:00:00.000Z",9827,9847,1,1
5951,4769,"2011/2012",13,"2011-11-06T00:00:00.000Z",7819,9836,3,0
5952,4769,"2011/2012",13,"2011-11-05T00:00:00.000Z",8639,4087,1,1
5953,4769,"2011/2012",13,"2011-11-06T00:00:00.000Z",8689,8576,2,0
5954,4769,"2011/2012",13,"2011-11-06T00:00:00.000Z",8592,9831,2,0
5955,4769,"2011/2012",13,"2011-11-06T00:00:00.000Z",8481,8521,2,1
5956,4769,"2011/2012",13,"2011-11-06T00:00:00.000Z",9851,9873,1,1
5957,4769,"2011/2012",13,"2011-11-06T00:00:00.000Z",9853,10249,1,1
5958,4769,"2011/2012",13,"2011-11-06T00:00:00.000Z",9874,9748,2,1
5959,4769,"2011/2012",14,"2011-11-19T00:00:00.000Z",8576,7819,2,2
5960,4769,"2011/2012",14,"2011-11-20T00:00:00.000Z",8521,9874,2,0
5961,4769,"2011/2012",14,"2011-11-19T00:00:00.000Z",9836,9827,2,0
5962,4769,"2011/2012",14,"2011-11-19T00:00:00.000Z",4087,8689,2,1
5963,4769,"2011/2012",14,"2011-11-18T00:00:00.000Z",9748,9851,1,2
5964,4769,"2011/2012",14,"2011-11-19T00:00:00.000Z",10249,8592,1,0
5965,4769,"2011/2012",14,"2011-11-19T00:00:00.000Z",9831,9853,0,2
5966,4769,"2011/2012",14,"2011-11-20T00:00:00.000Z",9847,8481,0,1
5967,4769,"2011/2012",14,"2011-11-18T00:00:00.000Z",9941,8639,0,0
5968,4769,"2011/2012",14,"2011-11-20T00:00:00.000Z",9873,8583,2,1
5969,4769,"2011/2012",15,"2011-11-27T00:00:00.000Z",8583,9748,0,3
5970,4769,"2011/2012",15,"2011-11-26T00:00:00.000Z",9827,7819,2,0
5971,4769,"2011/2012",15,"2011-11-26T00:00:00.000Z",8639,8521,2,0
5972,4769,"2011/2012",15,"2011-11-27T00:00:00.000Z",8689,9831,1,0
5973,4769,"2011/2012",15,"2011-11-27T00:00:00.000Z",8592,9847,3,0
5974,4769,"2011/2012",15,"2011-11-26T00:00:00.000Z",8481,9836,1,2
5975,4769,"2011/2012",15,"2011-11-26T00:00:00.000Z",9851,4087,3,2
5976,4769,"2011/2012",15,"2011-11-26T00:00:00.000Z",9853,8576,3,1
5977,4769,"2011/2012",15,"2011-11-26T00:00:00.000Z",9874,10249,1,3
5978,4769,"2011/2012",15,"2011-11-26T00:00:00.000Z",9941,9873,2,0
5979,4769,"2011/2012",16,"2011-12-03T00:00:00.000Z",8576,8639,2,3
5980,4769,"2011/2012",16,"2011-12-04T00:00:00.000Z",9827,8481,2,0
5981,4769,"2011/2012",16,"2011-12-03T00:00:00.000Z",8521,9853,2,2
5982,4769,"2011/2012",16,"2011-12-02T00:00:00.000Z",7819,8592,1,2
5983,4769,"2011/2012",16,"2011-12-03T00:00:00.000Z",9836,9874,0,0
5984,4769,"2011/2012",16,"2011-12-03T00:00:00.000Z",4087,9873,2,1
5985,4769,"2011/2012",16,"2011-12-04T00:00:00.000Z",9748,9941,3,2
5986,4769,"2011/2012",16,"2011-12-03T00:00:00.000Z",10249,8689,4,0
5987,4769,"2011/2012",16,"2011-12-03T00:00:00.000Z",9831,9851,2,0
5988,4769,"2011/2012",16,"2011-12-04T00:00:00.000Z",9847,8583,3,2
5989,4769,"2011/2012",17,"2011-12-11T00:00:00.000Z",8583,9831,2,1
5990,4769,"2011/2012",17,"2011-12-11T00:00:00.000Z",8639,9836,2,0
5991,4769,"2011/2012",17,"2011-12-11T00:00:00.000Z",8689,9748,0,1
5992,4769,"2011/2012",17,"2011-12-10T00:00:00.000Z",8592,9827,0,0
5993,4769,"2011/2012",17,"2011-12-10T00:00:00.000Z",8481,8576,2,2
5994,4769,"2011/2012",17,"2011-12-10T00:00:00.000Z",9851,8521,1,1
5995,4769,"2011/2012",17,"2011-12-10T00:00:00.000Z",9853,7819,2,0
5996,4769,"2011/2012",17,"2011-12-10T00:00:00.000Z",9874,9847,0,1
5997,4769,"2011/2012",17,"2011-12-10T00:00:00.000Z",9941,4087,2,1
5998,4769,"2011/2012",17,"2011-12-10T00:00:00.000Z",9873,10249,1,0
5999,4769,"2011/2012",18,"2011-12-18T00:00:00.000Z",8576,9851,1,0
6000,4769,"2011/2012",18,"2011-12-18T00:00:00.000Z",9827,9874,1,0
6001,4769,"2011/2012",18,"2011-12-17T00:00:00.000Z",8521,8583,1,0
6002,4769,"2011/2012",18,"2011-12-17T00:00:00.000Z",7819,8481,1,2
6003,4769,"2011/2012",18,"2011-12-17T00:00:00.000Z",9836,9853,1,2
6004,4769,"2011/2012",18,"2011-12-17T00:00:00.000Z",9748,4087,2,1
6005,4769,"2011/2012",18,"2011-12-17T00:00:00.000Z",8592,8689,2,1
6006,4769,"2011/2012",18,"2011-12-17T00:00:00.000Z",10249,9941,1,1
6007,4769,"2011/2012",18,"2011-12-17T00:00:00.000Z",9831,9873,2,0
6008,4769,"2011/2012",18,"2011-12-18T00:00:00.000Z",9847,8639,0,0
6009,4769,"2011/2012",19,"2011-12-21T00:00:00.000Z",8583,9836,2,2
6010,4769,"2011/2012",19,"2011-12-21T00:00:00.000Z",4087,10249,4,2
6011,4769,"2011/2012",19,"2011-12-21T00:00:00.000Z",8639,9831,4,4
6012,4769,"2011/2012",19,"2011-12-21T00:00:00.000Z",8689,7819,0,0
6013,4769,"2011/2012",19,"2011-12-20T00:00:00.000Z",8481,8592,1,3
6014,4769,"2011/2012",19,"2011-12-21T00:00:00.000Z",9851,9827,1,0
6015,4769,"2011/2012",19,"2011-12-21T00:00:00.000Z",9853,9847,0,1
6016,4769,"2011/2012",19,"2011-12-21T00:00:00.000Z",9874,8576,0,2
6017,4769,"2011/2012",19,"2011-12-21T00:00:00.000Z",9941,8521,0,0
6018,4769,"2011/2012",19,"2011-12-21T00:00:00.000Z",9873,9748,1,0
6019,4769,"2011/2012",2,"2011-08-14T00:00:00.000Z",8583,8592,2,2
6020,4769,"2011/2012",2,"2011-08-14T00:00:00.000Z",4087,9831,1,0
6021,4769,"2011/2012",2,"2011-08-14T00:00:00.000Z",8639,10249,0,1
