"id","country_id","season","stage","date","hometeam_id","awayteam_id","home_goal","away_goal"
23153,21518,"2012/2013",2,"2012-08-25T00:00:00.000Z",8560,9910,2,1
23154,21518,"2012/2013",2,"2012-08-26T00:00:00.000Z",8371,8634,1,2
23155,21518,"2012/2013",2,"2012-08-26T00:00:00.000Z",10267,9783,3,3
23156,21518,"2012/2013",2,"2012-08-26T00:00:00.000Z",8305,8633,2,1
23157,21518,"2012/2013",2,"2012-08-26T00:00:00.000Z",7878,8302,1,1
23158,21518,"2012/2013",20,"2013-01-21T00:00:00.000Z",8603,8315,1,1
23159,21518,"2012/2013",20,"2013-01-20T00:00:00.000Z",9906,8581,2,0
23160,21518,"2012/2013",20,"2013-01-20T00:00:00.000Z",10281,8394,2,0
23161,21518,"2012/2013",20,"2013-01-18T00:00:00.000Z",8558,8661,3,2
23162,21518,"2012/2013",20,"2013-01-19T00:00:00.000Z",9864,9910,1,1
23163,21518,"2012/2013",20,"2013-01-19T00:00:00.000Z",8560,8634,3,2
23164,21518,"2012/2013",20,"2013-01-20T00:00:00.000Z",8371,9783,2,1
23165,21518,"2012/2013",20,"2013-01-20T00:00:00.000Z",10267,8633,0,5
23166,21518,"2012/2013",20,"2013-01-19T00:00:00.000Z",8305,8302,1,1
23167,21518,"2012/2013",20,"2013-01-19T00:00:00.000Z",7878,8370,2,0
23168,21518,"2012/2013",21,"2013-01-27T00:00:00.000Z",8370,8603,3,0
23169,21518,"2012/2013",21,"2013-01-27T00:00:00.000Z",8315,9906,3,0
23170,21518,"2012/2013",21,"2013-01-26T00:00:00.000Z",8581,10281,2,1
23171,21518,"2012/2013",21,"2013-01-26T00:00:00.000Z",8394,8558,0,0
23172,21518,"2012/2013",21,"2013-01-27T00:00:00.000Z",8661,9864,2,3
23173,21518,"2012/2013",21,"2013-01-26T00:00:00.000Z",9910,8560,1,1
23174,21518,"2012/2013",21,"2013-01-27T00:00:00.000Z",8634,8371,5,1
23175,21518,"2012/2013",21,"2013-01-26T00:00:00.000Z",9783,10267,2,3
23176,21518,"2012/2013",21,"2013-01-27T00:00:00.000Z",8633,8305,4,0
23177,21518,"2012/2013",21,"2013-01-28T00:00:00.000Z",8302,7878,3,0
23178,21518,"2012/2013",22,"2013-02-03T00:00:00.000Z",9906,8603,1,0
23179,21518,"2012/2013",22,"2013-02-01T00:00:00.000Z",10281,8315,2,2
23180,21518,"2012/2013",22,"2013-02-02T00:00:00.000Z",8558,8581,3,2
23181,21518,"2012/2013",22,"2013-02-03T00:00:00.000Z",9864,8394,1,1
23182,21518,"2012/2013",22,"2013-02-03T00:00:00.000Z",8560,8661,3,0
23183,21518,"2012/2013",22,"2013-02-02T00:00:00.000Z",8371,9910,1,0
23184,21518,"2012/2013",22,"2013-02-03T00:00:00.000Z",10267,8634,1,1
23185,21518,"2012/2013",22,"2013-02-02T00:00:00.000Z",8305,9783,3,1
23186,21518,"2012/2013",22,"2013-02-02T00:00:00.000Z",7878,8633,1,0
23187,21518,"2012/2013",22,"2013-02-03T00:00:00.000Z",8302,8370,2,1
23188,21518,"2012/2013",23,"2013-02-10T00:00:00.000Z",8370,9906,2,1
23189,21518,"2012/2013",23,"2013-02-11T00:00:00.000Z",8603,10281,0,0
23190,21518,"2012/2013",23,"2013-02-10T00:00:00.000Z",8315,8558,0,4
23191,21518,"2012/2013",23,"2013-02-09T00:00:00.000Z",8581,9864,1,2
23192,21518,"2012/2013",23,"2013-02-10T00:00:00.000Z",8394,8560,1,2
23193,21518,"2012/2013",23,"2013-02-09T00:00:00.000Z",8661,8371,1,1
23194,21518,"2012/2013",23,"2013-02-09T00:00:00.000Z",9910,10267,0,1
23195,21518,"2012/2013",23,"2013-02-10T00:00:00.000Z",8634,8305,6,1
23196,21518,"2012/2013",23,"2013-02-09T00:00:00.000Z",9783,7878,0,3
23197,21518,"2012/2013",23,"2013-02-09T00:00:00.000Z",8633,8302,4,1
23198,21518,"2012/2013",24,"2013-02-17T00:00:00.000Z",10281,9906,0,3
23199,21518,"2012/2013",24,"2013-02-17T00:00:00.000Z",8558,8603,1,0
23200,21518,"2012/2013",24,"2013-02-16T00:00:00.000Z",9864,8315,1,0
23201,21518,"2012/2013",24,"2013-02-17T00:00:00.000Z",8560,8581,1,1
23202,21518,"2012/2013",24,"2013-02-16T00:00:00.000Z",8371,8394,1,0
23203,21518,"2012/2013",24,"2013-02-17T00:00:00.000Z",10267,8661,2,0
23204,21518,"2012/2013",24,"2013-02-16T00:00:00.000Z",8305,9910,3,1
23205,21518,"2012/2013",24,"2013-02-16T00:00:00.000Z",7878,8634,1,2
23206,21518,"2012/2013",24,"2013-02-15T00:00:00.000Z",8302,9783,3,1
23207,21518,"2012/2013",24,"2013-02-17T00:00:00.000Z",8633,8370,2,0
23208,21518,"2012/2013",25,"2013-02-24T00:00:00.000Z",8370,10281,1,2
23209,21518,"2012/2013",25,"2013-02-24T00:00:00.000Z",9906,8558,1,0
23210,21518,"2012/2013",25,"2013-02-24T00:00:00.000Z",8603,9864,3,0
23211,21518,"2012/2013",25,"2013-02-22T00:00:00.000Z",8315,8560,1,3
23212,21518,"2012/2013",25,"2013-02-25T00:00:00.000Z",8581,8371,0,2
23213,21518,"2012/2013",25,"2013-02-23T00:00:00.000Z",8394,10267,2,2
23214,21518,"2012/2013",25,"2013-02-23T00:00:00.000Z",8661,8305,1,3
23215,21518,"2012/2013",25,"2013-02-24T00:00:00.000Z",9910,7878,2,1
23216,21518,"2012/2013",25,"2013-02-23T00:00:00.000Z",8634,8302,2,1
23217,21518,"2012/2013",25,"2013-02-23T00:00:00.000Z",9783,8633,1,2
23218,21518,"2012/2013",26,"2013-03-03T00:00:00.000Z",8558,10281,0,0
23219,21518,"2012/2013",26,"2013-03-03T00:00:00.000Z",9864,9906,0,0
23220,21518,"2012/2013",26,"2013-03-03T00:00:00.000Z",8560,8603,3,3
23221,21518,"2012/2013",26,"2013-03-02T00:00:00.000Z",8371,8315,0,1
23222,21518,"2012/2013",26,"2013-03-02T00:00:00.000Z",10267,8581,2,2
23223,21518,"2012/2013",26,"2013-03-01T00:00:00.000Z",8305,8394,2,0
23224,21518,"2012/2013",26,"2013-03-03T00:00:00.000Z",7878,8661,1,2
23225,21518,"2012/2013",26,"2013-03-04T00:00:00.000Z",8302,9910,4,1
23226,21518,"2012/2013",26,"2013-03-02T00:00:00.000Z",8633,8634,2,1
23227,21518,"2012/2013",26,"2013-03-02T00:00:00.000Z",9783,8370,0,0
23228,21518,"2012/2013",27,"2013-03-09T00:00:00.000Z",8370,8558,2,0
23229,21518,"2012/2013",27,"2013-03-09T00:00:00.000Z",10281,9864,1,1
23230,21518,"2012/2013",27,"2013-03-10T00:00:00.000Z",9906,8560,0,1
23231,21518,"2012/2013",27,"2013-03-08T00:00:00.000Z",8603,8371,2,1
23232,21518,"2012/2013",27,"2013-03-10T00:00:00.000Z",8315,10267,1,0
23233,21518,"2012/2013",27,"2013-03-10T00:00:00.000Z",8581,8305,0,0
23234,21518,"2012/2013",27,"2013-03-11T00:00:00.000Z",8394,7878,0,0
23235,21518,"2012/2013",27,"2013-03-09T00:00:00.000Z",8661,8302,2,1
23236,21518,"2012/2013",27,"2013-03-10T00:00:00.000Z",9910,8633,1,2
23237,21518,"2012/2013",27,"2013-03-09T00:00:00.000Z",8634,9783,2,0
23238,21518,"2012/2013",28,"2013-03-17T00:00:00.000Z",9864,8558,0,2
23239,21518,"2012/2013",28,"2013-03-16T00:00:00.000Z",8560,10281,4,1
23240,21518,"2012/2013",28,"2013-03-17T00:00:00.000Z",8371,9906,0,2
23241,21518,"2012/2013",28,"2013-03-16T00:00:00.000Z",10267,8603,3,0
23242,21518,"2012/2013",28,"2013-03-16T00:00:00.000Z",8305,8315,1,0
23243,21518,"2012/2013",28,"2013-03-17T00:00:00.000Z",7878,8581,1,1
23244,21518,"2012/2013",28,"2013-03-17T00:00:00.000Z",8302,8394,4,0
23245,21518,"2012/2013",28,"2013-03-16T00:00:00.000Z",8633,8661,5,2
23246,21518,"2012/2013",28,"2013-03-15T00:00:00.000Z",9783,9910,3,1
23247,21518,"2012/2013",28,"2013-03-17T00:00:00.000Z",8634,8370,3,1
23248,21518,"2012/2013",29,"2013-03-30T00:00:00.000Z",8370,9864,1,3
23249,21518,"2012/2013",29,"2013-03-31T00:00:00.000Z",8558,8560,2,2
23250,21518,"2012/2013",29,"2013-03-31T00:00:00.000Z",10281,8371,1,3
23251,21518,"2012/2013",29,"2013-03-31T00:00:00.000Z",9906,10267,1,1
23252,21518,"2012/2013",29,"2013-04-01T00:00:00.000Z",8603,8305,0,0
23253,21518,"2012/2013",29,"2013-04-01T00:00:00.000Z",8315,7878,1,0
23254,21518,"2012/2013",29,"2013-03-30T00:00:00.000Z",8581,8302,1,0
23255,21518,"2012/2013",29,"2013-03-30T00:00:00.000Z",8394,8633,1,1
23256,21518,"2012/2013",29,"2013-03-31T00:00:00.000Z",8661,9783,2,3
23257,21518,"2012/2013",29,"2013-03-30T00:00:00.000Z",9910,8634,2,2
23258,21518,"2012/2013",3,"2012-09-26T00:00:00.000Z",8603,9906,2,4
23259,21518,"2012/2013",3,"2012-09-02T00:00:00.000Z",8315,10281,2,0
23260,21518,"2012/2013",3,"2012-09-02T00:00:00.000Z",8581,8558,3,2
23261,21518,"2012/2013",3,"2012-09-01T00:00:00.000Z",8394,9864,0,1
23262,21518,"2012/2013",3,"2012-09-01T00:00:00.000Z",8661,8560,1,0
23263,21518,"2012/2013",3,"2012-09-01T00:00:00.000Z",9910,8371,2,0
23264,21518,"2012/2013",3,"2012-09-02T00:00:00.000Z",8634,10267,1,0
23265,21518,"2012/2013",3,"2012-09-01T00:00:00.000Z",9783,8305,1,1
23266,21518,"2012/2013",3,"2012-09-02T00:00:00.000Z",8633,7878,3,0
23267,21518,"2012/2013",3,"2012-09-02T00:00:00.000Z",8370,8302,0,0
23268,21518,"2012/2013",30,"2013-04-06T00:00:00.000Z",8560,9864,4,2
23269,21518,"2012/2013",30,"2013-04-07T00:00:00.000Z",8371,8558,0,2
23270,21518,"2012/2013",30,"2013-04-07T00:00:00.000Z",10267,10281,2,1
23271,21518,"2012/2013",30,"2013-04-07T00:00:00.000Z",8305,9906,0,0
23272,21518,"2012/2013",30,"2013-04-05T00:00:00.000Z",7878,8603,1,5
23273,21518,"2012/2013",30,"2013-04-08T00:00:00.000Z",8302,8315,2,1
23274,21518,"2012/2013",30,"2013-04-06T00:00:00.000Z",8633,8581,5,1
23275,21518,"2012/2013",30,"2013-04-06T00:00:00.000Z",9783,8394,3,2
23276,21518,"2012/2013",30,"2013-04-06T00:00:00.000Z",8634,8661,5,0
23277,21518,"2012/2013",30,"2013-04-07T00:00:00.000Z",9910,8370,0,2
23278,21518,"2012/2013",31,"2013-04-14T00:00:00.000Z",8370,8560,0,2
23279,21518,"2012/2013",31,"2013-04-13T00:00:00.000Z",9864,8371,1,0
23280,21518,"2012/2013",31,"2013-04-13T00:00:00.000Z",8558,10267,3,3
23281,21518,"2012/2013",31,"2013-04-13T00:00:00.000Z",10281,8305,2,1
23282,21518,"2012/2013",31,"2013-04-14T00:00:00.000Z",9906,7878,5,0
23283,21518,"2012/2013",31,"2013-04-12T00:00:00.000Z",8603,8302,3,3
23284,21518,"2012/2013",31,"2013-04-14T00:00:00.000Z",8315,8633,0,3
23285,21518,"2012/2013",31,"2013-04-13T00:00:00.000Z",8581,9783,0,4
23286,21518,"2012/2013",31,"2013-04-14T00:00:00.000Z",8394,8634,0,3
23287,21518,"2012/2013",31,"2013-04-15T00:00:00.000Z",8661,9910,1,0
23288,21518,"2012/2013",32,"2013-04-21T00:00:00.000Z",8371,8560,0,0
23289,21518,"2012/2013",32,"2013-04-20T00:00:00.000Z",10267,9864,5,1
23290,21518,"2012/2013",32,"2013-04-21T00:00:00.000Z",8305,8558,0,2
23291,21518,"2012/2013",32,"2013-04-20T00:00:00.000Z",7878,10281,1,1
23292,21518,"2012/2013",32,"2013-04-21T00:00:00.000Z",8302,9906,0,1
23293,21518,"2012/2013",32,"2013-04-20T00:00:00.000Z",8633,8603,3,1
23294,21518,"2012/2013",32,"2013-04-21T00:00:00.000Z",9783,8315,1,1
23295,21518,"2012/2013",32,"2013-04-20T00:00:00.000Z",8634,8581,1,0
23296,21518,"2012/2013",32,"2013-04-22T00:00:00.000Z",9910,8394,2,1
23297,21518,"2012/2013",32,"2013-04-19T00:00:00.000Z",8661,8370,1,1
23298,21518,"2012/2013",33,"2013-04-26T00:00:00.000Z",8370,8371,2,2
23299,21518,"2012/2013",33,"2013-04-28T00:00:00.000Z",8560,10267,4,2
23300,21518,"2012/2013",33,"2013-04-28T00:00:00.000Z",9864,8305,2,1
23301,21518,"2012/2013",33,"2013-04-28T00:00:00.000Z",8558,7878,0,1
